ROW	COLUMN	X	Y	rosette	regenerating	stems	diameter	xcoord	ycoord	type
5	15	4	77	4	NA	NA	NA	1504	577	seedling
5	16	44	4	NA	0	1	5	1644	504	skeleton
5	16	39	40	NA	0	1	6	1639	540	skeleton
5	16	29	40	NA	0	1	12	1629	540	skeleton
5	16	23	42	NA	0	1	10	1623	542	skeleton
5	16	22	56	NA	0	8	8	1622	556	skeleton
5	16	61	71	NA	0	1	3	1661	571	skeleton
5	16	34	84	NA	0	1	10	1634	584	skeleton
5	16	48	92	NA	0	1	11	1648	592	skeleton
5	17	59	13	NA	0	3	9	1759	513	skeleton
5	17	44	12	NA	0	1	10	1744	512	skeleton
5	17	37	16	NA	0	1	4	1737	516	skeleton
5	17	36	20	NA	0	1	4	1736	520	skeleton
5	17	20	22	NA	0	1	7	1720	522	skeleton
5	17	81	27	NA	0	1	10	1781	527	skeleton
5	17	78	29	NA	0	1	3	1778	529	skeleton
5	17	76	30	NA	0	1	5	1776	530	skeleton
5	17	13	39	NA	0	1	5	1713	539	skeleton
5	17	3	44	NA	0	1	7	1703	544	skeleton
5	17	61	45	NA	0	1	9	1761	545	skeleton
5	17	75	52	NA	0	1	11	1775	552	skeleton
5	17	78	52	NA	0	1	12	1778	552	skeleton
5	17	80	44	NA	0	3	10	1780	544	skeleton
5	17	22	59	NA	0	1	4	1722	559	skeleton
5	17	7	64	NA	0	1	10	1707	564	skeleton
5	17	98	56	NA	0	1	7	1798	556	skeleton
5	17	16	73	NA	0	1	5	1716	573	skeleton
5	17	45	88	NA	0	1	14	1745	588	skeleton
5	17	30	65	NA	0	1	5	1730	565	skeleton
5	18	14	46	NA	0	2	13	1814	546	skeleton
5	18	6	41	NA	0	1	10	1806	541	skeleton
5	18	46	80	NA	0	6	11	1846	580	skeleton
5	18	16	67	NA	0	2	9	1816	567	skeleton
5	18	74	78	NA	0	2	6	1874	578	skeleton
5	18	2	87	NA	0	4	8	1802	587	skeleton
5	18	5	82	NA	0	1	3	1805	582	skeleton
5	18	78	93	NA	0	1	8	1878	593	skeleton
5	18	50	99	NA	0	1	12	1850	599	skeleton
5	18	34	99	NA	0	1	8	1834	599	skeleton
5	18	99	16	5	NA	NA	NA	1899	516	seedling
5	18	99	13	3	NA	NA	NA	1899	513	seedling
5	18	90	20	3	NA	NA	NA	1890	520	seedling
5	18	92	22	4	NA	NA	NA	1892	522	seedling
5	18	95	27	5	NA	NA	NA	1895	527	seedling
5	18	98	47	7	NA	NA	NA	1898	547	rosette
5	19	0	7	4	NA	NA	NA	1900	507	seedling
5	19	1	9	3	NA	NA	NA	1901	509	seedling
5	19	5	10	4	NA	NA	NA	1905	510	seedling
5	19	10	9	6	NA	NA	NA	1910	509	rosette
5	19	9	26	5	NA	NA	NA	1909	526	seedling
5	19	25	23	11	NA	NA	NA	1925	523	rosette
5	19	96	18	NA	0	1	3	1996	518	skeleton
5	19	60	37	NA	0	1	6	1960	537	skeleton
5	19	63	38	NA	0	1	6	1963	538	skeleton
5	19	54	68	NA	0	1	5	1954	568	skeleton
5	19	56	68	NA	0	1	7	1956	568	skeleton
5	19	93	74	NA	0	1	12	1993	574	skeleton
5	19	22	94	NA	0	2	8	1922	594	skeleton
5	19	55	99	NA	0	1	5	1955	599	skeleton
5	20	40	11	NA	0	4	5	2040	511	skeleton
5	20	52	34	NA	0	5	10	2052	534	skeleton
5	20	33	37	NA	0	1	7	2033	537	skeleton
5	20	27	39	NA	0	1	6	2027	539	skeleton
5	20	41	47	NA	0	1	11	2041	547	skeleton
5	20	66	67	NA	0	1	8	2066	567	skeleton
5	20	1	78	NA	0	1	10	2001	578	skeleton
5	20	31	72	NA	0	1	4	2031	572	skeleton
5	20	45	95	NA	0	1	15	2045	595	skeleton
5	20	99	47	NA	0	1	6	2099	547	skeleton
5	21	33	7	NA	0	1	5	2133	507	skeleton
5	21	48	14	NA	0	1	4	2148	514	skeleton
5	21	40	16	NA	0	1	9	2140	516	skeleton
5	21	50	20	NA	0	1	3	2150	520	skeleton
5	21	49	22	NA	0	1	3	2149	522	skeleton
5	21	68	28	NA	0	1	9	2168	528	skeleton
5	21	15	49	NA	0	1	11	2115	549	skeleton
5	21	16	56	NA	0	1	6	2116	556	skeleton
5	21	14	63	NA	0	1	6	2114	563	skeleton
5	21	6	89	NA	0	1	12	2106	589	skeleton
5	21	92	71	8	NA	NA	NA	2192	571	rosette
5	21	66	59	NA	0	2	3	2166	559	skeleton
5	22	90	8	NA	0	1	10	2290	508	skeleton
5	22	51	9	NA	0	1	11	2251	509	skeleton
5	22	67	30	NA	0	1	3	2267	530	skeleton
5	22	32	50	NA	0	1	10	2232	550	skeleton
5	22	60	89	6	NA	NA	NA	2260	589	rosette
5	23	58	94	10	NA	NA	NA	2358	594	rosette
5	23	36	81	1	NA	NA	NA	2336	581	seedling
5	23	88	49	9	NA	NA	NA	2388	549	rosette
5	24	16	10	NA	0	1	9	2416	510	skeleton
5	24	22	17	NA	0	1	10	2422	517	skeleton
5	24	33	2	4	NA	NA	NA	2433	502	seedling
5	24	77	56	4	NA	NA	NA	2477	556	seedling
5	25	63	43	NA	0	3	9	2563	543	skeleton
5	25	48	83	NA	0	1	10	2548	583	skeleton
5	25	31	93	NA	0	4	7	2531	593	skeleton
5	25	39	29	6	NA	NA	NA	2539	529	rosette
5	26	78	16	NA	0	9	11	2678	516	skeleton
5	26	50	32	NA	0	1	6	2650	532	skeleton
5	27	2	8	NA	0	14	12	2702	508	skeleton
5	27	38	10	NA	0	3	7	2738	510	skeleton
5	27	44	40	NA	0	2	9	2744	540	skeleton
5	27	35	43	NA	0	4	12	2735	543	skeleton
5	27	12	52	NA	0	2	12	2712	552	skeleton
5	27	0	38	NA	0	1	7	2700	538	skeleton
5	27	20	59	NA	0	6	11	2720	559	skeleton
5	27	72	84	NA	0	3	10	2772	584	skeleton
5	27	70	87	NA	0	1	7	2770	587	skeleton
5	27	92	69	NA	0	1	8	2792	569	skeleton
5	27	38	68	NA	0	1	11	2738	568	skeleton
5	27	93	41	5	NA	NA	NA	2793	541	seedling
5	28	79	17	NA	0	1	12	2879	517	skeleton
5	28	0	76	NA	0	1	10	2800	576	skeleton
5	29	83	37	NA	0	1	6	2983	537	skeleton
5	29	80	74	NA	0	1	9	2980	574	skeleton
6	0	26	13	NA	0	6	14	26	613	skeleton
6	0	58	82	NA	0	3	15	58	682	skeleton
6	1	42	35	NA	0	12	15	142	635	skeleton
6	1	47	27	NA	0	6	16	147	627	skeleton
6	1	70	23	NA	0	2	12	170	623	skeleton
6	1	89	0	NA	0	1	4	189	600	skeleton
6	1	51	31	NA	0	2	14	151	631	skeleton
6	1	81	76	NA	0	1	11	181	676	skeleton
6	1	77	82	NA	0	4	9	177	682	skeleton
6	1	78	83	NA	0	1	5	178	683	skeleton
6	1	90	88	NA	0	1	11	190	688	skeleton
6	1	76	26	NA	0	2	9	176	626	skeleton
6	2	48	26	NA	2	6	12	248	626	regrowth
6	2	79	26	NA	2	3	12	279	626	regrowth
6	2	98	29	NA	2	1	9	298	629	regrowth
6	2	43	30	NA	0	1	14	243	630	skeleton
6	3	89	4	NA	0	1	10	389	604	skeleton
6	3	37	14	NA	0	1	7	337	614	skeleton
6	3	13	31	NA	0	7	11	313	631	skeleton
6	4	0	14	NA	0	1	5	400	614	skeleton
6	4	18	20	NA	0	1	5	418	620	skeleton
6	4	74	31	NA	0	1	10	474	631	skeleton
6	4	68	43	NA	0	3	12	468	643	skeleton
6	4	64	96	NA	0	1	11	464	696	skeleton
6	5	14	36	NA	0	1	9	514	636	skeleton
6	6	61	19	5	NA	NA	NA	661	619	seedling
6	6	67	17	4	NA	NA	NA	667	617	seedling
6	6	68	24	5	NA	NA	NA	668	624	seedling
6	6	84	25	5	NA	NA	NA	684	625	seedling
6	6	80	28	4	NA	NA	NA	680	628	seedling
6	6	86	34	4	NA	NA	NA	686	634	seedling
6	6	83	38	6	NA	NA	NA	683	638	rosette
6	6	61	43	5	NA	NA	NA	661	643	seedling
6	6	76	49	3	NA	NA	NA	676	649	seedling
6	6	54	81	10	NA	NA	NA	654	681	rosette
6	7	90	86	4	NA	NA	NA	790	686	seedling
6	7	49	67	4	NA	NA	NA	749	667	seedling
6	7	70	40	2	NA	NA	NA	770	640	seedling
6	8	89	68	NA	0	1	7	889	668	skeleton
6	8	83	91	NA	0	1	5	883	691	skeleton
6	8	74	98	NA	0	1	3	874	698	skeleton
6	8	49	98	4	NA	NA	NA	849	698	seedling
6	9	94	87	8	NA	NA	NA	994	687	rosette
6	10	85	0	6	NA	NA	NA	1085	600	rosette
6	10	98	2	6	NA	NA	NA	1098	602	rosette
6	10	48	2	10	NA	NA	NA	1048	602	rosette
6	10	1	8	7	NA	NA	NA	1001	608	rosette
6	10	38	19	6	NA	NA	NA	1038	619	rosette
6	10	86	33	6	NA	NA	NA	1086	633	rosette
6	10	48	42	6	NA	NA	NA	1048	642	rosette
6	10	45	46	5	NA	NA	NA	1045	646	seedling
6	10	64	54	4	NA	NA	NA	1064	654	seedling
6	10	71	59	4	NA	NA	NA	1071	659	seedling
6	10	54	62	9	NA	NA	NA	1054	662	rosette
6	10	65	63	6	NA	NA	NA	1065	663	rosette
6	10	38	62	NA	0	1	6	1038	662	skeleton
6	10	51	71	4	NA	NA	NA	1051	671	seedling
6	10	16	86	7	NA	NA	NA	1016	686	rosette
6	11	98	76	NA	0	1	4	1198	676	skeleton
6	11	31	99	NA	0	1	9	1131	699	skeleton
6	11	4	2	NA	0	1	5	1104	602	skeleton
6	11	64	90	5	NA	NA	NA	1164	690	seedling
6	12	61	7	NA	0	1	3	1261	607	skeleton
6	12	92	7	3	NA	NA	NA	1292	607	seedling
6	12	3	96	5	NA	NA	NA	1203	696	seedling
6	13	30	8	6	NA	NA	NA	1330	608	rosette
6	13	90	33	NA	0	1	10	1390	633	skeleton
6	13	67	35	NA	0	3	6	1367	635	skeleton
6	14	81	53	NA	0	1	5	1481	653	skeleton
6	14	23	52	NA	0	1	5	1423	652	skeleton
6	14	29	55	NA	0	1	4	1429	655	skeleton
6	14	92	75	NA	0	2	6	1492	675	skeleton
6	14	18	29	5	NA	NA	NA	1418	629	seedling
6	14	2	53	5	NA	NA	NA	1402	653	seedling
6	15	20	5	NA	0	1	10	1520	605	skeleton
6	15	0	20	NA	0	6	10	1500	620	skeleton
6	15	7	27	NA	0	1	5	1507	627	skeleton
6	15	9	30	NA	0	1	6	1509	630	skeleton
6	15	74	0	NA	0	1	8	1574	600	skeleton
6	15	73	39	NA	0	1	15	1573	639	skeleton
6	15	47	49	NA	0	3	4	1547	649	skeleton
6	15	86	51	NA	0	2	7	1586	651	skeleton
6	15	3	64	NA	0	1	10	1503	664	skeleton
6	15	38	69	NA	0	3	7	1538	669	skeleton
6	15	69	86	NA	0	1	7	1569	686	skeleton
6	15	64	90	NA	0	1	10	1564	690	skeleton
6	16	18	11	NA	0	1	9	1618	611	skeleton
6	16	16	23	NA	0	1	12	1616	623	skeleton
6	16	60	42	NA	0	1	8	1660	642	skeleton
6	16	26	44	NA	0	1	6	1626	644	skeleton
6	16	24	52	NA	0	1	4	1624	652	skeleton
6	16	26	52	NA	0	1	5	1626	652	skeleton
6	16	18	46	NA	0	1	7	1618	646	skeleton
6	16	67	45	NA	0	2	10	1667	645	skeleton
6	16	35	36	NA	0	1	5	1635	636	skeleton
6	16	79	56	NA	0	1	4	1679	656	skeleton
6	16	16	42	NA	0	1	4	1616	642	skeleton
6	16	88	66	NA	0	1	5	1688	666	skeleton
6	16	27	60	NA	0	6	8	1627	660	skeleton
6	16	46	65	NA	0	1	10	1646	665	skeleton
6	16	21	66	NA	0	3	10	1621	666	skeleton
6	16	73	58	NA	0	1	9	1673	658	skeleton
6	16	51	86	NA	0	1	10	1651	686	skeleton
6	16	57	97	4	NA	NA	NA	1657	697	seedling
6	16	76	63	NA	0	1	5	1676	663	skeleton
6	17	39	2	NA	0	1	8	1739	602	skeleton
6	17	28	13	NA	0	1	12	1728	613	skeleton
6	17	36	17	NA	0	1	11	1736	617	skeleton
6	17	17	17	NA	0	1	11	1717	617	skeleton
6	17	6	59	NA	0	1	7	1706	659	skeleton
6	17	42	84	NA	0	3	7	1742	684	skeleton
6	17	42	97	5	NA	NA	NA	1742	697	seedling
6	18	22	7	NA	0	1	8	1822	607	skeleton
6	18	0	42	NA	0	2	10	1800	642	skeleton
6	18	48	38	NA	0	1	3	1848	638	skeleton
6	18	34	62	NA	0	1	9	1834	662	skeleton
6	18	23	80	NA	0	2	12	1823	680	skeleton
6	18	47	82	NA	0	1	7	1847	682	skeleton
6	18	90	98	10	NA	NA	NA	1890	698	rosette
6	18	94	92	12	NA	NA	NA	1894	692	rosette
6	18	66	36	4	NA	NA	NA	1866	636	seedling
6	19	98	29	NA	0	1	7	1998	629	skeleton
6	19	1	45	8	NA	NA	NA	1901	645	rosette
6	19	14	54	4	NA	NA	NA	1914	654	seedling
6	19	66	53	9	NA	NA	NA	1966	653	rosette
6	19	45	41	3	NA	NA	NA	1945	641	seedling
6	19	16	51	3	NA	NA	NA	1916	651	seedling
6	19	14	52	3	NA	NA	NA	1914	652	seedling
6	19	13	57	1	NA	NA	NA	1913	657	seedling
6	19	25	66	6	NA	NA	NA	1925	666	rosette
6	19	7	73	12	NA	NA	NA	1907	673	rosette
6	19	35	67	9	NA	NA	NA	1935	667	rosette
6	19	4	90	5	NA	NA	NA	1904	690	seedling
6	19	2	99	5	NA	NA	NA	1902	699	seedling
6	19	43	93	4	NA	NA	NA	1943	693	seedling
6	19	44	98	3	NA	NA	NA	1944	698	seedling
6	19	77	53	5	NA	NA	NA	1977	653	seedling
6	19	56	59	4	NA	NA	NA	1956	659	seedling
6	19	57	72	2	NA	NA	NA	1957	672	seedling
6	20	32	24	NA	0	1	8	2032	624	skeleton
6	20	3	34	NA	0	1	3	2003	634	skeleton
6	20	62	52	NA	0	1	6	2062	652	skeleton
6	20	79	42	NA	0	1	5	2079	642	skeleton
6	20	98	55	NA	0	1	5	2098	655	skeleton
6	20	90	1	NA	0	1	4	2090	601	skeleton
6	20	78	7	NA	0	1	4	2078	607	skeleton
6	21	6	21	NA	0	5	9	2106	621	skeleton
6	21	43	12	NA	0	1	10	2143	612	skeleton
6	21	56	24	NA	0	1	6	2156	624	skeleton
6	21	80	45	NA	0	1	4	2180	645	skeleton
6	21	45	77	NA	0	1	4	2145	677	skeleton
6	21	59	81	NA	0	3	9	2159	681	skeleton
6	21	61	33	6	NA	NA	NA	2161	633	rosette
6	21	10	39	2	NA	NA	NA	2110	639	seedling
6	21	0	41	2	NA	NA	NA	2100	641	seedling
6	21	11	43	1	NA	NA	NA	2111	643	seedling
6	22	79	28	NA	0	8	17	2279	628	skeleton
6	22	85	25	NA	0	5	15	2285	625	skeleton
6	22	30	22	NA	0	1	7	2230	622	skeleton
6	22	31	7	NA	0	1	5	2231	607	skeleton
6	22	46	15	NA	0	1	6	2246	615	skeleton
6	22	17	43	NA	0	1	9	2217	643	skeleton
6	22	98	90	NA	0	13	11	2298	690	skeleton
6	22	99	81	NA	0	1	6	2299	681	skeleton
6	22	99	49	5	NA	NA	NA	2299	649	seedling
6	22	94	52	5	NA	NA	NA	2294	652	seedling
6	22	79	50	4	NA	NA	NA	2279	650	seedling
6	22	64	62	8	NA	NA	NA	2264	662	rosette
6	22	69	62	7	NA	NA	NA	2269	662	rosette
6	22	71	72	4	NA	NA	NA	2271	672	seedling
6	22	92	71	5	NA	NA	NA	2292	671	seedling
6	22	65	74	4	NA	NA	NA	2265	674	seedling
6	22	70	75	6	NA	NA	NA	2270	675	rosette
6	22	94	74	6	NA	NA	NA	2294	674	rosette
6	22	75	77	6	NA	NA	NA	2275	677	rosette
6	22	90	78	2	NA	NA	NA	2290	678	seedling
6	22	94	80	4	NA	NA	NA	2294	680	seedling
6	22	92	83	3	NA	NA	NA	2292	683	seedling
6	22	88	92	2	NA	NA	NA	2288	692	seedling
6	22	90	84	3	NA	NA	NA	2290	684	seedling
6	22	78	86	2	NA	NA	NA	2278	686	seedling
6	22	88	87	1	NA	NA	NA	2288	687	seedling
6	22	88	91	1	NA	NA	NA	2288	691	seedling
6	22	75	91	4	NA	NA	NA	2275	691	seedling
6	23	64	10	NA	0	1	9	2364	610	skeleton
6	23	25	70	NA	0	1	5	2325	670	skeleton
6	23	17	73	NA	0	1	4	2317	673	skeleton
6	23	5	80	NA	0	1	4	2305	680	skeleton
6	23	2	92	NA	1	1	5	2302	692	regrowth
6	23	7	38	13	NA	NA	NA	2307	638	rosette
6	23	2	42	5	NA	NA	NA	2302	642	seedling
6	23	12	47	8	NA	NA	NA	2312	647	rosette
6	23	26	47	5	NA	NA	NA	2326	647	seedling
6	23	18	49	3	NA	NA	NA	2318	649	seedling
6	23	16	59	4	NA	NA	NA	2316	659	seedling
6	23	7	76	5	NA	NA	NA	2307	676	seedling
6	23	0	78	3	NA	NA	NA	2300	678	seedling
6	23	4	99	NA	0	1	11	2304	699	skeleton
6	24	14	51	NA	0	1	10	2414	651	skeleton
6	24	43	68	NA	0	1	11	2443	668	skeleton
6	24	60	78	NA	0	5	9	2460	678	skeleton
6	24	63	79	NA	0	3	3	2463	679	skeleton
6	24	50	85	NA	1	2	6	2450	685	regrowth
6	24	22	98	NA	1	1	8	2422	698	regrowth
6	24	47	85	3	NA	NA	NA	2447	685	seedling
6	25	25	2	NA	0	2	7	2525	602	skeleton
6	25	37	8	NA	1	1	15	2537	608	regrowth
6	25	42	20	NA	0	2	10	2542	620	skeleton
6	25	17	91	NA	2	3	10	2517	691	regrowth
6	25	31	99	NA	0	3	9	2531	699	skeleton
6	25	89	99	NA	0	1	8	2589	699	skeleton
6	25	66	81	NA	1	1	5	2566	681	regrowth
6	26	99	37	NA	0	11	11	2699	637	skeleton
6	26	99	99	NA	0	9	12	2699	699	skeleton
6	26	52	27	NA	0	5	13	2652	627	skeleton
6	26	62	30	NA	0	1	11	2662	630	skeleton
6	26	36	99	NA	0	8	10	2636	699	skeleton
6	26	72	70	10	NA	NA	NA	2672	670	rosette
6	26	59	71	4	NA	NA	NA	2659	671	seedling
6	27	15	10	NA	0	1	6	2715	610	skeleton
6	27	2	22	NA	0	1	9	2702	622	skeleton
6	27	41	99	NA	0	1	6	2741	699	skeleton
6	27	61	54	1	NA	NA	NA	2761	654	seedling
6	27	56	54	1	NA	NA	NA	2756	654	seedling
6	27	56	56	1	NA	NA	NA	2756	656	seedling
6	27	53	50	2	NA	NA	NA	2753	650	seedling
6	28	60	46	NA	0	3	8	2860	646	skeleton
6	28	62	53	NA	0	1	8	2862	653	skeleton
6	28	61	53	NA	0	1	6	2861	653	skeleton
6	28	90	99	NA	1	1	4	2890	699	regrowth
6	28	99	35	2	NA	NA	NA	2899	635	seedling
6	28	89	36	2	NA	NA	NA	2889	636	seedling
6	29	99	75	NA	0	8	10	2999	675	skeleton
6	29	98	94	NA	0	5	15	2998	694	skeleton
6	29	71	71	NA	0	2	6	2971	671	skeleton
6	29	11	96	NA	0	1	7	2911	696	skeleton
6	29	51	79	NA	0	2	4	2951	679	skeleton
6	29	26	74	5	NA	NA	NA	2926	674	seedling
7	0	39	69	NA	0	4	9	39	769	skeleton
7	1	8	22	NA	0	1	9	108	722	skeleton
7	1	6	44	NA	0	1	10	106	744	skeleton
7	1	44	94	NA	0	1	8	144	794	skeleton
7	2	82	99	NA	1	4	15	282	799	regrowth
7	2	47	16	10	NA	NA	NA	247	716	rosette
7	3	3	70	NA	0	1	7	303	770	skeleton
7	3	95	44	NA	0	7	15	395	744	skeleton
7	4	1	25	NA	0	1	10	401	725	skeleton
7	4	2	34	NA	2	2	12	402	734	regrowth
7	4	20	85	NA	0	3	12	420	785	skeleton
7	4	64	49	NA	0	1	11	464	749	skeleton
7	6	35	12	3	NA	NA	NA	635	712	seedling
7	6	22	24	3	NA	NA	NA	622	724	seedling
7	6	50	31	4	NA	NA	NA	650	731	seedling
7	6	54	32	8	NA	NA	NA	654	732	rosette
7	6	44	34	3	NA	NA	NA	644	734	seedling
7	6	24	43	3	NA	NA	NA	624	743	seedling
7	6	28	43	2	NA	NA	NA	628	743	seedling
7	6	54	50	2	NA	NA	NA	654	750	seedling
7	6	34	57	2	NA	NA	NA	634	757	seedling
7	6	19	89	3	NA	NA	NA	619	789	seedling
7	6	48	93	2	NA	NA	NA	648	793	seedling
7	7	69	64	NA	0	1	8	769	764	skeleton
7	7	34	71	NA	0	1	7	734	771	skeleton
7	7	89	77	NA	0	1	9	789	777	skeleton
7	7	91	78	NA	0	1	6	791	778	skeleton
7	7	74	83	NA	0	1	4	774	783	skeleton
7	7	68	90	NA	0	1	12	768	790	skeleton
7	7	28	95	NA	0	1	7	728	795	skeleton
7	7	53	99	NA	0	1	8	753	799	skeleton
7	7	23	8	4	NA	NA	NA	723	708	seedling
7	7	72	4	3	NA	NA	NA	772	704	seedling
7	8	82	7	NA	0	1	13	882	707	skeleton
7	8	63	16	NA	0	1	8	863	716	skeleton
7	8	54	25	NA	0	1	7	854	725	skeleton
7	8	71	77	NA	0	1	8	871	777	skeleton
7	8	93	93	NA	0	1	14	893	793	skeleton
7	9	0	76	NA	0	2	15	900	776	skeleton
7	9	87	26	4	NA	NA	NA	987	726	seedling
7	9	79	27	3	NA	NA	NA	979	727	seedling
7	9	99	31	3	NA	NA	NA	999	731	seedling
7	9	62	35	3	NA	NA	NA	962	735	seedling
7	9	71	42	2	NA	NA	NA	971	742	seedling
7	9	70	43	2	NA	NA	NA	970	743	seedling
7	9	79	45	3	NA	NA	NA	979	745	seedling
7	9	57	47	2	NA	NA	NA	957	747	seedling
7	9	60	48	3	NA	NA	NA	960	748	seedling
7	9	61	49	3	NA	NA	NA	961	749	seedling
7	9	42	64	NA	0	1	8	942	764	skeleton
7	11	16	11	NA	0	5	10	1116	711	skeleton
7	11	31	61	8	NA	NA	NA	1131	761	rosette
7	11	63	36	7	NA	NA	NA	1163	736	rosette
7	12	92	95	5	NA	NA	NA	1292	795	seedling
7	12	81	92	4	NA	NA	NA	1281	792	seedling
7	12	47	91	5	NA	NA	NA	1247	791	seedling
7	12	94	48	3	NA	NA	NA	1294	748	seedling
7	13	2	64	10	NA	NA	NA	1302	764	rosette
7	13	10	83	5	NA	NA	NA	1310	783	seedling
7	13	2	87	3	NA	NA	NA	1302	787	seedling
7	13	60	58	5	NA	NA	NA	1360	758	seedling
7	13	21	4	6	NA	NA	NA	1321	704	rosette
7	14	42	17	NA	0	3	5	1442	717	skeleton
7	14	58	44	NA	0	1	9	1458	744	skeleton
7	14	58	52	NA	0	4	8	1458	752	skeleton
7	14	44	56	NA	0	3	11	1444	756	skeleton
7	14	68	31	NA	0	1	7	1468	731	skeleton
7	14	78	34	NA	0	1	7	1478	734	skeleton
7	14	3	56	NA	0	4	8	1403	756	skeleton
7	14	71	62	NA	0	1	9	1471	762	skeleton
7	14	62	75	NA	0	1	4	1462	775	skeleton
7	14	91	67	NA	0	1	6	1491	767	skeleton
7	14	29	81	NA	0	1	10	1429	781	skeleton
7	14	9	84	NA	0	1	7	1409	784	skeleton
7	14	34	99	NA	0	1	7	1434	799	skeleton
7	14	57	0	NA	0	1	8	1457	700	skeleton
7	14	4	37	9	NA	NA	NA	1404	737	rosette
7	15	2	10	NA	0	1	4	1502	710	skeleton
7	15	75	8	NA	0	3	11	1575	708	skeleton
7	15	70	10	NA	0	3	7	1570	710	skeleton
7	15	49	27	NA	0	1	11	1549	727	skeleton
7	15	98	38	NA	0	1	4	1598	738	skeleton
7	15	18	52	5	NA	NA	NA	1518	752	seedling
7	16	2	99	NA	0	4	13	1602	799	skeleton
7	16	95	63	NA	0	1	14	1695	763	skeleton
7	16	92	63	NA	0	1	4	1692	763	skeleton
7	16	48	3	2	NA	NA	NA	1648	703	seedling
7	16	79	2	1	NA	NA	NA	1679	702	seedling
7	16	81	4	2	NA	NA	NA	1681	704	seedling
7	16	50	14	4	NA	NA	NA	1650	714	seedling
7	17	10	7	NA	0	2	5	1710	707	skeleton
7	17	53	59	NA	0	1	7	1753	759	skeleton
7	17	78	92	NA	0	1	8	1778	792	skeleton
7	17	72	36	4	NA	NA	NA	1772	736	seedling
7	17	71	34	2	NA	NA	NA	1771	734	seedling
7	17	36	2	6	NA	NA	NA	1736	702	rosette
7	18	17	6	NA	0	1	7	1817	706	skeleton
7	18	58	31	NA	0	1	6	1858	731	skeleton
7	18	22	39	NA	0	1	3	1822	739	skeleton
7	18	28	52	NA	0	1	7	1828	752	skeleton
7	18	87	0	10	NA	NA	NA	1887	700	rosette
7	18	97	0	4	NA	NA	NA	1897	700	seedling
7	18	89	10	11	NA	NA	NA	1889	710	rosette
7	18	88	5	4	NA	NA	NA	1888	705	seedling
7	18	86	17	10	NA	NA	NA	1886	717	rosette
7	18	85	28	9	NA	NA	NA	1885	728	rosette
7	18	99	43	2	NA	NA	NA	1899	743	seedling
7	18	21	57	2	NA	NA	NA	1821	757	seedling
7	18	76	76	5	NA	NA	NA	1876	776	seedling
7	19	6	6	10	NA	NA	NA	1906	706	rosette
7	19	9	13	12	NA	NA	NA	1909	713	rosette
7	19	3	20	8	NA	NA	NA	1903	720	rosette
7	19	36	0	4	NA	NA	NA	1936	700	seedling
7	19	37	3	4	NA	NA	NA	1937	703	seedling
7	19	44	9	5	NA	NA	NA	1944	709	seedling
7	19	23	27	4	NA	NA	NA	1923	727	seedling
7	19	72	37	4	NA	NA	NA	1972	737	seedling
7	19	10	57	3	NA	NA	NA	1910	757	seedling
7	19	13	66	5	NA	NA	NA	1913	766	seedling
7	19	0	72	4	NA	NA	NA	1900	772	seedling
7	19	62	61	5	NA	NA	NA	1962	761	seedling
7	19	99	92	5	NA	NA	NA	1999	792	seedling
7	20	45	6	9	NA	NA	NA	2045	706	rosette
7	20	60	7	2	NA	NA	NA	2060	707	seedling
7	20	52	3	2	NA	NA	NA	2052	703	seedling
7	20	63	6	2	NA	NA	NA	2063	706	seedling
7	20	7	27	NA	0	1	6	2007	727	skeleton
7	21	25	17	NA	0	3	9	2125	717	skeleton
7	21	19	19	NA	0	1	3	2119	719	skeleton
7	21	48	28	NA	0	1	7	2148	728	skeleton
7	21	35	26	NA	0	1	5	2135	726	skeleton
7	21	18	27	NA	0	1	4	2118	727	skeleton
7	21	99	61	NA	0	1	4	2199	761	skeleton
7	21	3	78	NA	0	1	4	2103	778	skeleton
7	21	27	86	NA	0	2	10	2127	786	skeleton
7	21	56	84	NA	0	1	5	2156	784	skeleton
7	21	38	91	NA	0	1	3	2138	791	skeleton
7	21	0	93	NA	0	2	9	2100	793	skeleton
7	21	65	92	NA	0	1	8	2165	792	skeleton
7	21	73	97	NA	0	3	9	2173	797	skeleton
7	21	44	96	NA	0	1	3	2144	796	skeleton
7	21	17	99	NA	0	2	6	2117	799	skeleton
7	21	22	0	NA	0	1	9	2122	700	skeleton
7	22	28	18	NA	0	2	7	2228	718	skeleton
7	22	59	26	NA	0	1	3	2259	726	skeleton
7	22	78	49	NA	0	1	10	2278	749	skeleton
7	22	76	60	NA	0	2	7	2276	760	skeleton
7	22	28	61	NA	0	1	6	2228	761	skeleton
7	22	49	63	NA	0	1	6	2249	763	skeleton
7	22	62	70	NA	0	1	2	2262	770	skeleton
7	22	66	72	NA	0	1	9	2266	772	skeleton
7	22	29	75	NA	0	1	3	2229	775	skeleton
7	22	18	87	8	NA	NA	NA	2218	787	rosette
7	22	69	98	NA	0	3	11	2269	798	skeleton
7	23	46	13	NA	1	1	8	2346	713	regrowth
7	23	49	15	NA	1	1	3	2349	715	regrowth
7	23	52	21	1	NA	NA	NA	2352	721	seedling
7	23	53	22	1	NA	NA	NA	2353	722	seedling
7	23	47	23	1	NA	NA	NA	2347	723	seedling
7	23	54	25	1	NA	NA	NA	2354	725	seedling
