upper	lower	rain	month	yr
10.5	6.3	1.5	2	1992
9.3	2	0	2	1992
6.8	-2	0	2	1992
6	0	1.3	2	1992
5	-0.5	0.5	2	1992
4	-5.8	0	2	1992
5.3	-5.8	0	2	1992
7.3	0	0	2	1992
9.3	5	0.1	2	1992
11	2.5	0	2	1992
11	-2.3	0	2	1992
6.3	-0.5	0	2	1992
12.4	6.2	0	2	1992
13.8	5.5	1.1	2	1992
8.2	2.5	0	2	1992
14.3	1	0	3	1992
9.5	2	5.8	3	1992
10	5.3	0.4	3	1992
12	5.5	0	3	1992
13.5	1	0	3	1992
10.5	4.5	0.7	3	1992
13.5	5.5	0	3	1992
12.3	5	0.2	3	1992
10.8	-2	0	3	1992
11.5	5	0.2	3	1992
12.8	3	3	3	1992
10.3	6.3	0.2	3	1992
11	8.5	1.2	3	1992
12	4.3	0.3	3	1992
11.5	6	0.4	3	1992
12.8	7.5	2.5	3	1992
13.5	8.3	0	3	1992
13.3	8	0	3	1992
13.3	3.3	0	3	1992
14.8	6.8	0	3	1992
14.5	6.8	1.5	3	1992
13.3	7.3	3.7	3	1992
14.5	3	2.4	3	1992
8.8	4.3	0.9	3	1992
9.3	4.5	2.3	3	1992
8.5	4.5	5.7	3	1992
8.8	3.8	1.2	3	1992
7.8	1.8	0.5	3	1992
9.8	5.5	0.4	3	1992
9.5	2	12.8	3	1992
7.8	4	8.1	3	1992
9	1	0	4	1992
11.5	2.8	0.1	4	1992
8.8	3	0	4	1992
8.3	-0.5	0	4	1992
10.5	-1	0	4	1992
12.5	4.3	1.6	4	1992
8.5	5	3.8	4	1992
11.5	4.5	4.9	4	1992
17	1.5	0	4	1992
17.5	-1	0	4	1992
16.9	0.8	0	4	1992
17.1	7.5	0	4	1992
14.3	4.3	0.2	4	1992
12.5	6.8	0	4	1992
9.5	2.8	18.1	4	1992
8.5	1.8	4.4	4	1992
10	4.3	5	4	1992
16.3	8.3	0.1	4	1992
17	9	0	4	1992
16.3	6.8	0	4	1992
17.5	9.5	0	4	1992
16	5.8	0	4	1992
15.3	7.3	0.5	4	1992
15	6.5	0	4	1992
14	7	2.7	4	1992
14.8	9.5	0.4	4	1992
13.8	7.5	1.2	4	1992
14.3	6.3	16	4	1992
13.5	4	2.5	4	1992
12.8	5.3	0.8	4	1992
13.5	7.5	10.3	5	1992
13.5	4.8	0	5	1992
13.3	0.5	1.1	5	1992
15	3.3	0	5	1992
17.5	9	0	5	1992
13.8	3.3	0	5	1992
20	9.5	0	5	1992
19.4	8.5	0	5	1992
13.5	6.3	1.1	5	1992
15.3	3.8	14.7	5	1992
14	7	0.2	5	1992
14.3	9.5	0.2	5	1992
17	8.8	0	5	1992
23	10.3	0	5	1992
30.5	11	0.4	5	1992
21	9	0	5	1992
21.5	4.5	0	5	1992
19	5.3	0	5	1992
21.8	8	0	5	1992
26.8	7	0	5	1992
26.8	7	0	5	1992
26.5	7.5	0	5	1992
25.8	10.8	0	5	1992
26	11.5	0	5	1992
26.8	9.8	0	5	1992
25.5	12.8	0	5	1992
26.5	10.5	0	5	1992
22.8	14.8	0	5	1992
24.5	13.8	10	5	1992
19	13.3	11.7	5	1992
20.3	7.5	0	5	1992
23.8	13.5	5.7	6	1992
18.5	12	4	6	1992
20	10	0	6	1992
20	9	0.1	6	1992
15.8	9.5	0.2	6	1992
14.5	9.5	4	6	1992
22.5	13	3.9	6	1992
18.5	11.8	0	6	1992
21	8.3	0	6	1992
22	8.5	0	6	1992
23.5	8.8	0.2	6	1992
22.3	9.5	0	6	1992
23.5	9.3	0	6	1992
25.8	9.3	0	6	1992
26.5	8.8	0	6	1992
27.5	13.8	0.2	6	1992
21.3	9.3	0	6	1992
20.8	5.8	0	6	1992
18.5	6	0	6	1992
16.7	9.1	5.4	6	1992
21.1	9.4	0	6	1992
23.5	11	0	6	1992
22.5	12.3	0.5	6	1992
20.5	10	0	6	1992
22.5	9.5	0	6	1992
23.8	9.3	0	6	1992
25.8	13.5	0	6	1992
26.8	9.5	0	6	1992
27.5	10.8	0	6	1992
29.5	16.3	1.7	6	1992
23.5	16.3	2	7	1992
17.3	12	7.3	7	1992
18.5	13.3	1.9	7	1992
16.8	13.5	7.9	7	1992
19	10.8	6.3	7	1992
20	13.8	0	7	1992
22.8	8	0	7	1992
20.8	9	0	7	1992
17.5	14.8	0.4	7	1992
20	12.5	1.2	7	1992
18.5	11.8	0.5	7	1992
18	13.5	2.9	7	1992
20.5	13.8	0.2	7	1992
19.5	14.8	2.6	7	1992
20.5	14.3	0	7	1992
22	16	1.3	7	1992
23.8	16.3	1.2	7	1992
23.8	15	0.2	7	1992
23	15.8	0	7	1992
22.1	14	0	7	1992
24	15.6	37	7	1992
23.3	10	0	7	1992
23.4	10.5	0	7	1992
24	13.8	0	7	1992
23.8	11	0	7	1992
22	14.5	0	7	1992
19.8	12	0.2	7	1992
20.6	7.8	0	7	1992
22.5	7.3	0	7	1992
26.5	10.8	0	7	1992
26.4	13	0	7	1992
27.8	10	0	8	1992
26.8	14.8	0	8	1992
21.5	15.5	0.8	8	1992
22	12	0	8	1992
22.5	14.5	0	8	1992
22.5	14.3	0.5	8	1992
24	12	0	8	1992
27.3	17.3	0.4	8	1992
25.8	17.5	9.1	8	1992
23.5	13.5	7.7	8	1992
22.8	12	4.4	8	1992
19.8	13.5	6.6	8	1992
18.8	12.8	1.5	8	1992
15.5	9.8	22.7	8	1992
19.3	7.3	0	8	1992
21.3	14.3	4.8	8	1992
19.8	10.8	0	8	1992
20.5	11	1.1	8	1992
19.3	12.3	0	8	1992
22	15.3	1.9	8	1992
19.5	11.3	7	8	1992
22.5	11.8	0.3	8	1992
19.3	9.3	0.8	8	1992
18.5	12.8	3.3	8	1992
18.8	14.8	18.4	8	1992
22.5	12.8	0	8	1992
18.5	14	0.8	8	1992
20.8	15.3	1.2	8	1992
20.3	9.5	0	8	1992
22.5	11.5	8.4	8	1992
17.4	7	1.2	8	1992
17	8.8	0.2	9	1992
15.8	11.5	1.9	9	1992
20.5	11.8	0.7	9	1992
16.3	8.3	3.3	9	1992
16	5.3	0	9	1992
15.5	4.8	0.4	9	1992
17.3	10.8	3.4	9	1992
16	7.5	0	9	1992
15.5	8.5	0	9	1992
17	10	0	9	1992
20	11	1.4	9	1992
17.5	8	0.2	9	1992
17.3	11	0	9	1992
15.1	6.5	2.6	9	1992
18.5	9.3	0	9	1992
18.5	6.5	0	9	1992
20	10.8	0	9	1992
22	14.5	2	9	1992
19	13.5	0.4	9	1992
17.8	9.8	0.1	9	1992
19.3	10.5	1.5	9	1992
18	14	0.7	9	1992
17	11.5	44.5	9	1992
16	10	6.3	9	1992
16	9.3	3.7	9	1992
14.5	9	4.1	9	1992
23.3	11.3	0.1	9	1992
22.5	11	0	9	1992
21.5	10.8	0	9	1992
20.5	12.3	1	9	1992
16.5	5.5	2.2	10	1992
16	5.5	0	10	1992
17.5	10.3	9.1	10	1992
14.8	11	0.9	10	1992
16.5	10	0	10	1992
14	10	0	10	1992
13.5	9.5	0	10	1992
14.9	9.4	0	10	1992
14.3	4.8	0	10	1992
15	5.3	0	10	1992
12	5	0	10	1992
13	8.5	0	10	1992
12.5	0.5	0	10	1992
13.6	-0.8	0	10	1992
11.8	3	2.5	10	1992
9	0	0	10	1992
8.3	-1.5	0	10	1992
8.8	1.8	0	10	1992
11	1.5	0	10	1992
9.5	6.5	16.5	10	1992
10.5	3	2.7	10	1992
9	1.8	1	10	1992
9.8	5	0	10	1992
11	3.5	0.2	10	1992
12.5	5	6.3	10	1992
12.5	2	1.7	10	1992
10	3.5	1	10	1992
10.5	2.5	6.1	10	1992
10.5	4.3	1.4	10	1992
9.3	-2.5	0	10	1992
9.5	-1.5	0	10	1992
11	3.8	0	11	1992
14	10.5	7.6	11	1992
13.8	4.8	2.9	11	1992
11	2.5	0	11	1992
13.5	7.3	0	11	1992
15	6	0	11	1992
16.5	9.8	0	11	1992
13	9.3	0	11	1992
11.5	7	0.6	11	1992
11.5	5.3	10.8	11	1992
13	6	7.4	11	1992
10	4.5	0	11	1992
8.8	0.5	0	11	1992
6.8	-3.5	0	11	1992
9	3	11.2	11	1992
9.8	4.8	0.8	11	1992
8.3	2	3.6	11	1992
7.5	1	1.2	11	1992
12.8	5.5	3.8	11	1992
9.8	2.3	1.2	11	1992
8.3	0.5	0	11	1992
14	2.5	3.9	11	1992
14.5	11.8	0.2	11	1992
13.5	3.8	0.1	11	1992
13.5	5.3	6.2	11	1992
11.5	5.5	14.9	11	1992
9.8	2.8	0	11	1992
12.8	3.5	3.3	11	1992
8.5	3.8	10.8	11	1992
13	6.5	2.1	11	1992
12.5	5.5	9.2	12	1992
12.5	9	6	12	1992
13	3.8	10.7	12	1992
7.5	-0.3	0.1	12	1992
5.5	0.5	0	12	1992
6.5	-2.3	0.2	12	1992
9.3	2.3	4.7	12	1992
9.5	5	0.2	12	1992
6.8	3.5	0	12	1992
6.5	-0.3	0	12	1992
7	-0.5	0	12	1992
12.3	4.5	0.9	12	1992
8	1	0	12	1992
10.8	4.3	0	12	1992
10	7.5	0	12	1992
9.5	5.3	4	12	1992
10	-3.5	3.6	12	1992
9.5	-1.8	2	12	1992
11.5	3.8	9.8	12	1992
4.8	1.3	5.9	12	1992
7.5	-2.3	0	12	1992
5.3	-1.3	0	12	1992
5	-3	0	12	1992
2.8	-3.5	0	12	1992
2.8	-2.5	0.1	12	1992
5	3	0	12	1992
5.3	3.5	0	12	1992
6.3	0.3	0	12	1992
5.5	-5.8	0	12	1992
2.3	-8	0	12	1992
1.5	-4.5	0	12	1992
3.5	0.5	0	1	1993
4.8	-1.5	0	1	1993
6	-6.5	0	1	1993
6	-6.5	0.6	1	1993
9.3	1.8	0.5	1	1993
12.3	8.8	4.9	1	1993
12	-1	7.2	1	1993
11.3	-1	0.5	1	1993
11.2	1.5	0	1	1993
12	7.3	10.3	1	1993
12	8.3	16.3	1	1993
9.5	2.7	0.6	1	1993
8	3	0.5	1	1993
13.4	4	12.6	1	1993
12.2	5.2	3.5	1	1993
12.8	4.9	1	1	1993
13	10.1	0	1	1993
13	1.8	0.5	1	1993
9.3	3	0.3	1	1993
11.8	4.8	0.7	1	1993
12.5	6.3	0	1	1993
12.7	8.5	1.9	1	1993
9	5	5	1	1993
13	6.8	0.9	1	1993
10	2.8	0.3	1	1993
5.3	-1.8	0	1	1993
11	2	8.2	1	1993
9.5	6.8	1.2	1	1993
10.5	5.5	0.2	1	1993
9.5	4.3	0	1	1993
7.3	1.3	0	1	1993
7.5	3	0.2	2	1993
6.3	1.8	0	2	1993
10.5	1.8	0	2	1993
5.3	1.5	0.1	2	1993
2.7	-1.3	0	2	1993
4	0.5	0	2	1993
9.8	3	0	2	1993
9	7.8	0.7	2	1993
9.5	5.8	0.1	2	1993
6.5	2.3	0	2	1993
3.5	1.8	0	2	1993
3.5	1.8	0	2	1993
4	2	0.2	2	1993
5.8	-0.5	0	2	1993
3.5	0.8	0	2	1993
8	2	0	2	1993
10	4.5	0	2	1993
10.5	7.5	0	2	1993
8.8	4.8	0	2	1993
8.8	1.5	0	2	1993
8.8	1	0	2	1993
7.5	-1	0	2	1993
7.2	0.4	0	2	1993
7.3	1	0	2	1993
8.5	2	0	2	1993
8.5	2.5	1.7	2	1993
6	0	0.7	2	1993
4.3	-4	0	2	1993
2.8	-2.8	0.4	3	1993
5.3	0.5	0	3	1993
3.3	1.5	0	3	1993
5	1	0	3	1993
4.5	-2.3	0	3	1993
9.5	2.3	0	3	1993
10.5	3.3	0	3	1993
9.5	4.5	0	3	1993
12	-2.8	0	3	1993
10	3.5	0.2	3	1993
12	4.5	0	3	1993
14.5	-2	0	3	1993
15.1	-2	0	3	1993
16.8	3.5	0	3	1993
15.8	5.3	0	3	1993
19	7	0	3	1993
11.8	7	0	3	1993
16.4	9	0	3	1993
16.3	3.5	0	3	1993
12	-3.5	0	3	1993
13	3.5	0	3	1993
13	7.8	5	3	1993
12.5	1	0.1	3	1993
11	-1.3	0	3	1993
10.5	0.5	0	3	1993
10.4	2.5	0	3	1993
9.5	-4.9	0	3	1993
8.5	-2.7	0	3	1993
11	3.5	0	3	1993
12	5.5	0	3	1993
14	0.5	4.7	3	1993
13	4.8	20	4	1993
7.5	0.5	25.2	4	1993
12	-2	0	4	1993
10.8	2.3	2.6	4	1993
12	3.5	7.2	4	1993
12.8	7	2.8	4	1993
13	4.5	1.4	4	1993
9.5	6.5	1.3	4	1993
12.5	7	1.2	4	1993
10.5	2.3	12.1	4	1993
13.5	5.3	9.9	4	1993
12.3	1	2.8	4	1993
14	1	0.2	4	1993
11.8	3.8	0	4	1993
16.6	2.7	0	4	1993
13.7	3	0	4	1993
15.3	8.3	0	4	1993
15.5	7.8	0.1	4	1993
15	9	0	4	1993
17	6.5	0	4	1993
19.3	10.8	0	4	1993
17.3	5	0	4	1993
14	9.3	0.4	4	1993
13.5	7.8	3.3	4	1993
14.3	7.3	2.6	4	1993
16.5	7.3	0	4	1993
13.3	7	4.8	4	1993
20.5	6.8	0	4	1993
16.8	7	0	4	1993
21.3	8.5	0	4	1993
21.8	7	0	5	1993
18.3	6.5	0	5	1993
13.5	3	0	5	1993
14.3	9	0	5	1993
16	6.5	0	5	1993
15.5	4	0	5	1993
15.3	9.8	0	5	1993
17	5	0	5	1993
18	6.5	0.7	5	1993
17.5	7.8	0.7	5	1993
21.5	9	0	5	1993
25	9.3	0	5	1993
18	8	0	5	1993
17	8.5	0	5	1993
15.3	3	1.1	5	1993
14	3.5	1.2	5	1993
17.3	10	0.2	5	1993
21.5	11.3	3.7	5	1993
18	6	0	5	1993
17.3	13	0.2	5	1993
13.3	6.3	8.3	5	1993
16.8	9.5	0	5	1993
19.5	10.5	0.3	5	1993
23	13	0	5	1993
24.3	11	0	5	1993
19	9.5	1.4	5	1993
16.3	10.8	8.5	5	1993
13.5	7.5	0.2	5	1993
18	4.9	0	5	1993
19.2	10.8	1.2	5	1993
16.6	8.7	0.9	5	1993
17.3	10.3	1.2	6	1993
20.3	8	3.8	6	1993
18.5	10.5	8.5	6	1993
18.8	7	0	6	1993
22	8.5	0	6	1993
25	7.5	0	6	1993
25.5	11	0	6	1993
25.5	13.5	0	6	1993
27.8	16.8	0	6	1993
27.2	14.5	0	6	1993
23.5	15	9	6	1993
16.5	11.5	3.7	6	1993
17.5	10.8	1	6	1993
17.5	10.8	3.2	6	1993
19	8	1.1	6	1993
20.8	12.5	5	6	1993
16.5	12	12	6	1993
20.8	13.5	0.2	6	1993
18.3	11.8	0	6	1993
19	9.5	0	6	1993
20.3	8.5	0	6	1993
19.5	6.3	0	6	1993
19.5	9	0	6	1993
18.5	7.3	0	6	1993
21	6.5	0	6	1993
20.5	13	0	6	1993
22.8	15	0	6	1993
24.5	9	0	6	1993
24.3	8.3	0	6	1993
24.8	11	0	6	1993
27.3	11	0	7	1993
23.4	12.9	0	7	1993
24.5	13.3	0	7	1993
26	14.5	0	7	1993
26.8	13.5	0	7	1993
19	8.5	0	7	1993
23.3	8.8	0	7	1993
22.8	12	0	7	1993
22	15	0	7	1993
17.5	6.8	7	7	1993
16.5	4.5	3.7	7	1993
17.5	6.3	0	7	1993
18.3	5	0	7	1993
18.8	13.3	7.6	7	1993
22.8	14	3.4	7	1993
21.3	14.8	5.2	7	1993
22.5	13.5	2.6	7	1993
21.5	8	0	7	1993
20	11.8	1.2	7	1993
20.8	13	0.8	7	1993
20.5	11.8	2.8	7	1993
18	10.5	0	7	1993
20.5	14.8	0	7	1993
23.8	15.3	15.1	7	1993
17.8	10.3	1	7	1993
19	10.5	0.7	7	1993
18.5	14	1.3	7	1993
19.5	15.3	3.4	7	1993
24.4	17	0	7	1993
19.3	14	0.3	7	1993
20.8	10.9	0	7	1993
18.5	6.1	0	8	1993
21.5	12.5	0	8	1993
21	12.8	0	8	1993
21.5	11.8	0	8	1993
19.2	13.3	1.5	8	1993
19.5	9	0	8	1993
21.4	12.8	0	8	1993
22.8	12	0	8	1993
20.8	14	0	8	1993
22.5	13	0	8	1993
19	10.5	0	8	1993
21	14	19.3	8	1993
19.5	5	0	8	1993
20	7.3	0	8	1993
25.8	14.5	0	8	1993
22	11.5	0	8	1993
22	9.8	0	8	1993
22.7	8	0	8	1993
23.3	8.5	0	8	1993
25.3	13	0	8	1993
25.3	12	0	8	1993
23	11.8	8.6	8	1993
17.3	9.3	0	8	1993
16.8	6.8	0	8	1993
18	3.5	0	8	1993
18	6.5	0	8	1993
18.5	6	0	8	1993
18.5	4.5	0	8	1993
19.3	5	0.4	8	1993
20	4	0	8	1993
21.5	12.7	0	8	1993
23.3	6.8	0	8	1993
19.5	8.8	0	9	1993
24.3	10.8	0	9	1993
21	10.8	0	9	1993
19.8	5.5	0	9	1993
17.5	3.8	0	9	1993
18	4.8	0	9	1993
19.3	8.3	0	9	1993
22.5	13.5	35.8	9	1993
20.3	14.8	4.7	9	1993
19	13.3	8.4	9	1993
16.5	5.5	0.1	9	1993
16.9	5.3	0.2	9	1993
15.5	11	19.3	9	1993
16	11.3	11	9	1993
14.5	6.8	0	9	1993
15.8	9.7	7.6	9	1993
15	9.4	0.2	9	1993
17.2	2.4	0	9	1993
16.8	3.4	0	9	1993
20.8	12.3	0.3	9	1993
16.5	11.5	10.4	9	1993
18.3	10	2.9	9	1993
17.8	5	0	9	1993
16.5	5	0	9	1993
16	7.8	0.1	9	1993
12	3.5	0.6	9	1993
13.8	0.5	0.1	9	1993
13.8	7.8	5.4	9	1993
12.3	5	4.1	9	1993
14.3	2.8	6.9	9	1993
14.5	7.3	12.6	10	1993
12.8	9.3	19.7	10	1993
12.8	7	1.7	10	1993
16	9.3	2.3	10	1993
16.5	10	5.1	10	1993
16.5	9.5	7.9	10	1993
15.5	8.5	5.5	10	1993
14.2	6.3	1.8	10	1993
15.5	9.3	5.6	10	1993
14.3	8	0.8	10	1993
15.5	10.5	12.2	10	1993
17.5	10.3	6.7	10	1993
17	11.5	59.5	10	1993
13.6	7	1	10	1993
11.1	-0.5	0	10	1993
10	-3.5	0	10	1993
9	-1.5	0	10	1993
11	2	0	10	1993
13	-2.3	0	10	1993
10.9	-2	0	10	1993
11	2.3	0.1	10	1993
9.3	5	0	10	1993
10.8	6	0	10	1993
11.8	7	0	10	1993
10.8	5.8	0	10	1993
12	7.4	0	10	1993
11.5	8.3	0	10	1993
11	8	0.7	10	1993
11.5	5.3	0	10	1993
12	6.3	0	10	1993
9.6	7.4	0	10	1993
9.5	7	0	11	1993
8	5	0	11	1993
10.3	5.8	0	11	1993
13.8	10.5	0	11	1993
15.3	10.8	0	11	1993
16.5	7.5	0	11	1993
13.5	6.8	0	11	1993
11.5	6.5	0	11	1993
10.3	-1.8	0	11	1993
11.5	6	9	11	1993
12	3	2	11	1993
9	2	0.5	11	1993
11	6	9.3	11	1993
13	5.5	7.8	11	1993
8.5	0.3	0	11	1993
9.5	-1.5	0	11	1993
6.5	-0.5	0	11	1993
6.7	-1.5	0	11	1993
5.5	-2.8	0	11	1993
5.7	-4.3	0	11	1993
5	-2.3	0.3	11	1993
1.8	-6	0	11	1993
0.5	-5	0	11	1993
0.8	-3.8	0	11	1993
5	0.5	4.1	11	1993
11	-0.8	0.1	11	1993
4.8	0.5	0	11	1993
8.3	-0.5	0	11	1993
1	-1.3	0	11	1993
7.5	-0.3	4.9	11	1993
9	4.3	2.8	12	1993
11	4	0.8	12	1993
12.3	9.6	0.3	12	1993
12.4	9.6	0.9	12	1993
12	4.5	0.4	12	1993
9.8	5.8	0	12	1993
10	6	4.3	12	1993
8.3	2.8	5.9	12	1993
12.5	8	2.5	12	1993
9.5	5.8	1.7	12	1993
8.3	2.8	0	12	1993
6.8	2.5	1.7	12	1993
11.8	4.3	6.8	12	1993
9.8	-1	0.8	12	1993
6.5	-0.3	6.5	12	1993
7.5	4	0.7	12	1993
8.3	3.8	2	12	1993
11	5.8	0.5	12	1993
13.3	8.8	9.9	12	1993
14.3	3.5	11.2	12	1993
7.8	1.8	4.6	12	1993
6.8	1.5	0.4	12	1993
8.5	2.5	2.4	12	1993
7	1.8	1.5	12	1993
4.3	-0.7	0	12	1993
3.5	-0.5	0	12	1993
2.5	-2	0	12	1993
3.5	-1.8	4.1	12	1993
10	3	1.3	12	1993
11.3	5.5	8	12	1993
8.5	4	12.1	12	1993
7	-0.5	0.1	1	1994
9.2	1	6.6	1	1994
9.8	4.6	0.2	1	1994
8	4.3	3.3	1	1994
8.5	1.8	9.2	1	1994
8	1	6.3	1	1994
4	-1.5	10.7	1	1994
4	-4.2	9.9	1	1994
7.8	-4	1.9	1	1994
9.3	6.3	18.2	1	1994
9	4.5	0.1	1	1994
10	6.3	3.7	1	1994
12.5	7.5	3.1	1	1994
11.3	5.3	3.8	1	1994
8.5	0.5	1.5	1	1994
7	1.5	6.6	1	1994
5	0.3	0	1	1994
4	-1.5	0	1	1994
8	2.8	2.9	1	1994
7	0	0	1	1994
9.5	4.5	0	1	1994
10.3	6	0	1	1994
11.6	5.3	1.7	1	1994
11.5	1.8	3.3	1	1994
11.5	4.1	2.3	1	1994
12	4.8	6.4	1	1994
11	6.5	0	1	1994
11	4	4.5	1	1994
7.5	-0.5	0.7	1	1994
10.5	7.5	0.4	1	1994
9.3	0.5	0	1	1994
8.5	3.5	0	2	1994
9.5	-1.3	4.2	2	1994
6.5	-0.5	6.4	2	1994
11	4.5	7.5	2	1994
9.8	-0.3	0.1	2	1994
10.5	-0.5	0	2	1994
9.5	2.3	6.6	2	1994
9	-3	0	2	1994
9	1	0.5	2	1994
9	0.3	0	2	1994
7.8	0.3	7.2	2	1994
6.3	-2	2.2	2	1994
7	0	0	2	1994
3.3	-5	0	2	1994
-0.2	-5	3	2	1994
7	-0.5	0	2	1994
8	2.5	0	2	1994
6	3.5	0	2	1994
7.3	-1.5	0	2	1994
6.8	0.8	0	2	1994
2.8	-3.5	0	2	1994
3.4	-3.3	0.2	2	1994
2.5	0.3	10.3	2	1994
4.5	2	3	2	1994
4	1.5	0	2	1994
8.9	3.8	2.4	2	1994
11.9	7	0	2	1994
12.5	6	0.3	2	1994
11.8	5	0.9	3	1994
9	3.8	2	3	1994
11.5	3.5	0	3	1994
12	2.5	0	3	1994
10.5	6	0	3	1994
13.8	4.3	0	3	1994
10.8	6.8	0	3	1994
13	10.5	2.1	3	1994
12.5	9.5	0	3	1994
11.4	3	0.9	3	1994
11.5	-1.5	0	3	1994
9.5	1.4	0	3	1994
10.7	4.4	0.6	3	1994
13.3	7.3	0	3	1994
14.5	9.5	1.4	3	1994
12.8	3.5	0.7	3	1994
10	2.8	0	3	1994
9.5	4.8	1.1	3	1994
11.3	4	5.8	3	1994
9.5	-1	0	3	1994
9.5	2	0.7	3	1994
11	1	1.8	3	1994
12	8	5.3	3	1994
13.8	8.3	1.7	3	1994
13.3	9.8	0.4	3	1994
12.5	1.3	1.3	3	1994
10.5	-1.3	0	3	1994
11	7	0.4	3	1994
12	10.5	0	3	1994
15	8.8	0	3	1994
16.5	5.5	6.3	3	1994
11	7	13.7	4	1994
11	2.4	1.3	4	1994
8.8	0	0.3	4	1994
10.8	6	10.8	4	1994
10.3	2.5	0.2	4	1994
10.5	1.8	2.7	4	1994
11.3	2	1.4	4	1994
9.5	2.8	6	4	1994
10	1	13.7	4	1994
8.3	1.3	6.3	4	1994
10	2.8	0	4	1994
14.5	-0.5	0	4	1994
11.3	4.3	5.1	4	1994
10.8	2.5	0.1	4	1994
8	3.3	1.3	4	1994
8	5	1.2	4	1994
12	2.5	0	4	1994
11.3	3.3	0	4	1994
10.3	1.8	0	4	1994
11.8	6.8	0	4	1994
12.3	7.3	0	4	1994
14.3	3.3	0	4	1994
16.5	10	6.8	4	1994
17	6.8	2.4	4	1994
15.8	3.8	0	4	1994
13.8	10	0	4	1994
18.5	10.8	0.3	4	1994
18.5	12.3	0	4	1994
19.5	5.8	0	4	1994
22.8	11.5	0	4	1994
19.5	3.5	0	5	1994
18.5	5	0	5	1994
18.3	4	0	5	1994
19.5	8.5	1.5	5	1994
14.8	6.5	1.2	5	1994
12.8	9.3	5.2	5	1994
15.8	10.3	0.1	5	1994
13.5	6.3	7	5	1994
16	5	0	5	1994
17	4	0	5	1994
18.5	9	0	5	1994
18.5	11	6	5	1994
18	5.5	0.8	5	1994
20	10	0	5	1994
20.3	1.5	13.7	5	1994
19.5	10.8	0.1	5	1994
19.5	6.8	12.2	5	1994
9	6.3	2.8	5	1994
14.5	1.3	0	5	1994
13.8	3.5	0	5	1994
20.5	15	5.4	5	1994
13.5	10.5	22	5	1994
16.5	10.5	0.5	5	1994
15.5	10	1.4	5	1994
13.3	9.5	1.7	5	1994
14.5	2.5	7.3	5	1994
12.5	5	2.3	5	1994
13	7	0	5	1994
12.3	1	0	5	1994
16	1.5	0	5	1994
18.3	3.3	0	5	1994
21.5	3.3	0	6	1994
25	11	0	6	1994
18.8	11.3	0.3	6	1994
16.6	8.3	0.8	6	1994
12.5	5.3	7.4	6	1994
16.5	11.3	0.3	6	1994
21.5	12.3	0	6	1994
21.3	12	1.7	6	1994
16.8	6.5	0.3	6	1994
15.8	10.8	0	6	1994
17.5	5.5	0	6	1994
19.8	5.8	0	6	1994
20.8	7.8	0	6	1994
23	11.8	0	6	1994
23	7.3	0	6	1994
22.5	11.5	0	6	1994
23	9	0	6	1994
24.2	11.4	0	6	1994
21.7	12	0	6	1994
20	12.8	0	6	1994
17.8	13	0.9	6	1994
17.5	15	0	6	1994
20.8	6.8	0	6	1994
24	13.8	0	6	1994
29	15	7.5	6	1994
21.5	10.5	0	6	1994
20.3	12.5	0	6	1994
25.3	9.5	0	6	1994
27.3	14.5	0.5	6	1994
20.5	7	0	6	1994
24.8	9.8	0	7	1994
26	15.8	0	7	1994
26.5	12.3	0	7	1994
27.5	16.3	1.6	7	1994
23.5	12	0	7	1994
21	11.3	0.2	7	1994
20.5	10.8	7.5	7	1994
21.8	13.8	8.1	7	1994
17.5	13.8	0.5	7	1994
24.3	11	0	7	1994
25.5	9	0	7	1994
29.3	13	0	7	1994
31.5	16	0.3	7	1994
22.5	15.3	0	7	1994
24.8	11.3	0	7	1994
23	14	0	7	1994
25.8	12.5	0	7	1994
25	13	0	7	1994
24.5	11	0	7	1994
26.5	12	0	7	1994
27.8	11.5	0	7	1994
28.5	14	0	7	1994
26.8	13.3	0	7	1994
28.3	16.8	0.8	7	1994
31.8	16.8	0	7	1994
28.5	16.5	0.3	7	1994
22.5	18	0	7	1994
26.3	14.8	3.5	7	1994
21.8	9.3	0	7	1994
26.5	12.8	0	7	1994
30.5	18.3	0	7	1994
26.3	15	0.2	8	1994
23	12	0	8	1994
24.8	17	0.4	8	1994
29.5	19.8	0	8	1994
23.8	16.8	0.7	8	1994
26.6	15.3	0	8	1994
26.5	17	0	8	1994
23.3	14.3	0	8	1994
25	12	0	8	1994
23.3	15.5	1.3	8	1994
18	14	3.7	8	1994
17.8	13.5	9.4	8	1994
19.9	8.2	0	8	1994
20.6	6.7	0	8	1994
20	5.3	0	8	1994
23.5	6.5	0	8	1994
24.5	11.8	1.8	8	1994
19	10.5	0	8	1994
21.3	14	2	8	1994
21.8	8.8	0	8	1994
20.5	11	0	8	1994
23.3	13.3	0	8	1994
26.5	15.5	0	8	1994
21.5	11.5	0.3	8	1994
22	15.8	5.3	8	1994
19.5	12.5	3.6	8	1994
22.8	15	0.4	8	1994
20.3	10	0	8	1994
19.4	9.6	0	8	1994
20.5	9	0	8	1994
19	10.3	0.5	8	1994
16.5	13	6.4	9	1994
16.8	8.5	1.7	9	1994
21	9.5	0	9	1994
17.8	15.5	3.9	9	1994
20	11.5	0	9	1994
19	6.5	0	9	1994
16.5	7	0	9	1994
18.5	7	12.2	9	1994
17.8	7.9	1.9	9	1994
17.4	9.2	10.3	9	1994
