RefNo	Date	Transect	Position	Location	Height
12128	15/03/2002	E	2	3	3
12129	15/03/2002	E	2	4	1
12130	15/03/2002	E	2	5	1.5
12131	15/03/2002	E	2	6	1.5
12132	15/03/2002	E	2	7	1.5
12133	15/03/2002	E	2	8	0.5
12134	15/03/2002	E	2	9	1.5
12135	15/03/2002	E	2	10	3
12136	15/03/2002	E	2	11	1
12137	15/03/2002	E	2	12	3
12138	15/03/2002	E	2	13	1.5
12139	15/03/2002	E	2	14	1.5
12140	15/03/2002	E	2	15	2.5
12141	15/03/2002	E	2	16	4.5
12142	15/03/2002	E	2	17	2.5
12143	15/03/2002	E	2	18	2
12144	15/03/2002	E	2	19	3.5
12145	15/03/2002	E	2	20	4
12146	15/03/2002	E	2	21	9.5
12147	15/03/2002	E	2	22	4
12148	15/03/2002	E	2	23	2.5
12149	15/03/2002	E	2	24	6
12150	15/03/2002	E	2	25	5.5
12151	15/03/2002	E	3	1	2.5
12152	15/03/2002	E	3	2	1.5
12153	15/03/2002	E	3	3	1
12154	15/03/2002	E	3	4	0.5
12155	15/03/2002	E	3	5	0.5
12156	15/03/2002	E	3	6	3
12157	15/03/2002	E	3	7	1.5
12158	15/03/2002	E	3	8	0.5
12159	15/03/2002	E	3	9	1.5
12160	15/03/2002	E	3	10	1
12161	15/03/2002	E	3	11	0.5
12162	15/03/2002	E	3	12	1
12163	15/03/2002	E	3	13	2.5
12164	15/03/2002	E	3	14	2
12165	15/03/2002	E	3	15	0.5
12166	15/03/2002	E	3	16	2.5
12167	15/03/2002	E	3	17	3.5
12168	15/03/2002	E	3	18	1
12169	15/03/2002	E	3	19	0.5
12170	15/03/2002	E	3	20	1
12171	15/03/2002	E	3	21	0.5
12172	15/03/2002	E	3	22	1
12173	15/03/2002	E	3	23	1
12174	15/03/2002	E	3	24	1.5
12175	15/03/2002	E	3	25	1.5
12176	15/03/2002	E	4	1	0.5
12177	15/03/2002	E	4	2	0.5
12178	15/03/2002	E	4	3	0.5
12179	15/03/2002	E	4	4	2.5
12180	15/03/2002	E	4	5	1.5
12181	15/03/2002	E	4	6	1.5
12182	15/03/2002	E	4	7	2
12183	15/03/2002	E	4	8	2
12184	15/03/2002	E	4	9	2
12185	15/03/2002	E	4	10	2.5
12186	15/03/2002	E	4	11	2
12187	15/03/2002	E	4	12	1.5
12188	15/03/2002	E	4	13	2
12189	15/03/2002	E	4	14	0.5
12190	15/03/2002	E	4	15	1
12191	15/03/2002	E	4	16	1.5
12192	15/03/2002	E	4	17	2
12193	15/03/2002	E	4	18	0.5
12194	15/03/2002	E	4	19	0.5
12195	15/03/2002	E	4	20	1
12196	15/03/2002	E	4	21	0.5
12197	15/03/2002	E	4	22	0.5
12198	15/03/2002	E	4	23	0.5
12199	15/03/2002	E	4	24	1.5
12200	15/03/2002	E	4	25	1
12201	15/03/2002	E	5	1	1
12202	15/03/2002	E	5	2	0.5
12203	15/03/2002	E	5	3	1.5
12204	15/03/2002	E	5	4	1
12205	15/03/2002	E	5	5	1
12206	15/03/2002	E	5	6	1
12207	15/03/2002	E	5	7	2
12208	15/03/2002	E	5	8	6
12209	15/03/2002	E	5	9	1
12210	15/03/2002	E	5	10	4
12211	15/03/2002	E	5	11	2.5
12212	15/03/2002	E	5	12	2
12213	15/03/2002	E	5	13	3
12214	15/03/2002	E	5	14	1
12215	15/03/2002	E	5	15	1.5
12216	15/03/2002	E	5	16	2.5
12217	15/03/2002	E	5	17	2
12218	15/03/2002	E	5	18	2
12219	15/03/2002	E	5	19	1
12220	15/03/2002	E	5	20	1.5
12221	15/03/2002	E	5	21	1.5
12222	15/03/2002	E	5	22	1
12223	15/03/2002	E	5	23	1.5
12224	15/03/2002	E	5	24	1
12225	15/03/2002	E	5	25	1.5
12226	15/03/2002	E	6	1	1.5
12227	15/03/2002	E	6	2	3
12228	15/03/2002	E	6	3	0.5
12229	15/03/2002	E	6	4	1
12230	15/03/2002	E	6	5	1
12231	15/03/2002	E	6	6	2
12232	15/03/2002	E	6	7	1.5
12233	15/03/2002	E	6	8	2
12234	15/03/2002	E	6	9	0.5
12235	15/03/2002	E	6	10	2.5
12236	15/03/2002	E	6	11	1
12237	15/03/2002	E	6	12	1
12238	15/03/2002	E	6	13	1
12239	15/03/2002	E	6	14	1
12240	15/03/2002	E	6	15	1.5
12241	15/03/2002	E	6	16	1
12242	15/03/2002	E	6	17	2
12243	15/03/2002	E	6	18	1
12244	15/03/2002	E	6	19	0.5
12245	15/03/2002	E	6	20	1
12246	15/03/2002	E	6	21	0.5
12247	15/03/2002	E	6	22	0.5
12248	15/03/2002	E	6	23	2
12249	15/03/2002	E	6	24	2.5
12250	15/03/2002	E	6	25	1.5
12251	15/08/2002	A	1	1	17.5
12252	15/08/2002	A	1	2	19.5
12253	15/08/2002	A	1	3	13.5
12254	15/08/2002	A	1	4	12.5
12255	15/08/2002	A	1	5	13.5
12256	15/08/2002	A	1	6	14
12257	15/08/2002	A	1	7	14
12258	15/08/2002	A	1	8	19
12259	15/08/2002	A	1	9	16
12260	15/08/2002	A	1	10	12.5
12261	15/08/2002	A	1	11	11.5
12262	15/08/2002	A	1	12	11
12263	15/08/2002	A	1	13	11.5
12264	15/08/2002	A	1	14	12.5
12265	15/08/2002	A	1	15	10
12266	15/08/2002	A	1	16	10
12267	15/08/2002	A	1	17	10
12268	15/08/2002	A	1	18	7
12269	15/08/2002	A	1	19	6
12270	15/08/2002	A	1	20	6
12271	15/08/2002	A	1	21	8.5
12272	15/08/2002	A	1	22	8.5
12273	15/08/2002	A	1	23	13.5
12274	15/08/2002	A	1	24	8.5
12275	15/08/2002	A	1	25	12
12276	15/08/2002	A	2	1	14
12277	15/08/2002	A	2	2	10
12278	15/08/2002	A	2	3	8
12279	15/08/2002	A	2	4	7
12280	15/08/2002	A	2	5	8
12281	15/08/2002	A	2	6	6
12282	15/08/2002	A	2	7	6.5
12283	15/08/2002	A	2	8	6
12284	15/08/2002	A	2	9	10.5
12285	15/08/2002	A	2	10	12
12286	15/08/2002	A	2	11	6
12287	15/08/2002	A	2	12	8
12288	15/08/2002	A	2	13	13
12289	15/08/2002	A	2	14	17
12290	15/08/2002	A	2	15	11.5
12291	15/08/2002	A	2	16	8.5
12292	15/08/2002	A	2	17	7.5
12293	15/08/2002	A	2	18	7
12294	15/08/2002	A	2	19	6.5
12295	15/08/2002	A	2	20	5.5
12296	15/08/2002	A	2	21	6.5
12297	15/08/2002	A	2	22	8
12298	15/08/2002	A	2	23	12
12299	15/08/2002	A	2	24	15.5
12300	15/08/2002	A	2	25	18
12301	15/08/2002	A	3	1	8
12302	15/08/2002	A	3	2	10
12303	15/08/2002	A	3	3	7.5
12304	15/08/2002	A	3	4	8.5
12305	15/08/2002	A	3	5	13
12306	15/08/2002	A	3	6	14
12307	15/08/2002	A	3	7	8
12308	15/08/2002	A	3	8	9.5
12309	15/08/2002	A	3	9	10
12310	15/08/2002	A	3	10	7
12311	15/08/2002	A	3	11	7.5
12312	15/08/2002	A	3	12	8.5
12313	15/08/2002	A	3	13	8.5
12314	15/08/2002	A	3	14	4
12315	15/08/2002	A	3	15	11.5
12316	15/08/2002	A	3	16	9
12317	15/08/2002	A	3	17	9.5
12318	15/08/2002	A	3	18	8
12319	15/08/2002	A	3	19	8.5
12320	15/08/2002	A	3	20	9
12321	15/08/2002	A	3	21	8.5
12322	15/08/2002	A	3	22	7
12323	15/08/2002	A	3	23	6
12324	15/08/2002	A	3	24	8.5
12325	15/08/2002	A	3	25	10
12326	15/08/2002	A	4	1	5
12327	15/08/2002	A	4	2	5
12328	15/08/2002	A	4	3	6
12329	15/08/2002	A	4	4	6.5
12330	15/08/2002	A	4	5	6
12331	15/08/2002	A	4	6	5
12332	15/08/2002	A	4	7	5.5
12333	15/08/2002	A	4	8	6
12334	15/08/2002	A	4	9	8
12335	15/08/2002	A	4	10	10
12336	15/08/2002	A	4	11	9.5
12337	15/08/2002	A	4	12	13.5
12338	15/08/2002	A	4	13	9.5
12339	15/08/2002	A	4	14	8
12340	15/08/2002	A	4	15	3
12341	15/08/2002	A	4	16	3.5
12342	15/08/2002	A	4	17	6
12343	15/08/2002	A	4	18	7.5
12344	15/08/2002	A	4	19	5.5
12345	15/08/2002	A	4	20	9
12346	15/08/2002	A	4	21	7
12347	15/08/2002	A	4	22	5
12348	15/08/2002	A	4	23	5
12349	15/08/2002	A	4	24	5.5
12350	15/08/2002	A	4	25	7
12351	15/08/2002	A	5	1	7.5
12352	15/08/2002	A	5	2	5.5
12353	15/08/2002	A	5	3	6.5
12354	15/08/2002	A	5	4	6.5
12355	15/08/2002	A	5	5	3.5
12356	15/08/2002	A	5	6	6
12357	15/08/2002	A	5	7	4.5
12358	15/08/2002	A	5	8	6.5
12359	15/08/2002	A	5	9	5.5
12360	15/08/2002	A	5	10	5
12361	15/08/2002	A	5	11	4.5
12362	15/08/2002	A	5	12	4
12363	15/08/2002	A	5	13	6
12364	15/08/2002	A	5	14	4.5
12365	15/08/2002	A	5	15	5.5
12366	15/08/2002	A	5	16	6
12367	15/08/2002	A	5	17	6.5
12368	15/08/2002	A	5	18	7.5
12369	15/08/2002	A	5	19	9
12370	15/08/2002	A	5	20	14
12371	15/08/2002	A	5	21	10.5
12372	15/08/2002	A	5	22	13
12373	15/08/2002	A	5	23	10.5
12374	15/08/2002	A	5	24	7
12375	15/08/2002	A	5	25	5.5
12376	15/08/2002	A	6	1	4.5
12377	15/08/2002	A	6	2	10
12378	15/08/2002	A	6	3	4.5
12379	15/08/2002	A	6	4	5
12380	15/08/2002	A	6	5	4.5
12381	15/08/2002	A	6	6	6
12382	15/08/2002	A	6	7	5
12383	15/08/2002	A	6	8	10
12384	15/08/2002	A	6	9	8.5
12385	15/08/2002	A	6	10	12
12386	15/08/2002	A	6	11	10
12387	15/08/2002	A	6	12	11
12388	15/08/2002	A	6	13	11
12389	15/08/2002	A	6	14	5
12390	15/08/2002	A	6	15	6
12391	15/08/2002	A	6	16	8.5
12392	15/08/2002	A	6	17	7
12393	15/08/2002	A	6	18	5
12394	15/08/2002	A	6	19	4.5
12395	15/08/2002	A	6	20	4.5
12396	15/08/2002	A	6	21	4
12397	15/08/2002	A	6	22	2
12398	15/08/2002	A	6	23	8.5
12399	15/08/2002	A	6	24	5
12400	15/08/2002	A	6	25	4.5
12401	15/08/2002	B	1	1	17.5
12402	15/08/2002	B	1	2	19
12403	15/08/2002	B	1	3	20
12404	15/08/2002	B	1	4	13.5
12405	15/08/2002	B	1	5	12.5
12406	15/08/2002	B	1	6	10
12407	15/08/2002	B	1	7	7
12408	15/08/2002	B	1	8	4.5
12409	15/08/2002	B	1	9	4
12410	15/08/2002	B	1	10	2.5
12411	15/08/2002	B	1	11	3.5
12412	15/08/2002	B	1	12	6
12413	15/08/2002	B	1	13	13
12414	15/08/2002	B	1	14	14.5
12415	15/08/2002	B	1	15	15
12416	15/08/2002	B	1	16	13
12417	15/08/2002	B	1	17	18
12418	15/08/2002	B	1	18	16
12419	15/08/2002	B	1	19	10
12420	15/08/2002	B	1	20	7.5
12421	15/08/2002	B	1	21	8
12422	15/08/2002	B	1	22	8.5
12423	15/08/2002	B	1	23	9
12424	15/08/2002	B	1	24	6
12425	15/08/2002	B	1	25	7.5
12426	15/08/2002	B	2	1	8.5
12427	15/08/2002	B	2	2	8
12428	15/08/2002	B	2	3	10.5
12429	15/08/2002	B	2	4	7.5
12430	15/08/2002	B	2	5	7.5
12431	15/08/2002	B	2	6	12
12432	15/08/2002	B	2	7	13
12433	15/08/2002	B	2	8	10.5
12434	15/08/2002	B	2	9	10.5
12435	15/08/2002	B	2	10	11.5
12436	15/08/2002	B	2	11	9
12437	15/08/2002	B	2	12	15.5
12438	15/08/2002	B	2	13	13.5
12439	15/08/2002	B	2	14	8
12440	15/08/2002	B	2	15	8.5
12441	15/08/2002	B	2	16	9
12442	15/08/2002	B	2	17	8
12443	15/08/2002	B	2	18	10
12444	15/08/2002	B	2	19	7
12445	15/08/2002	B	2	20	8
12446	15/08/2002	B	2	21	7.5
12447	15/08/2002	B	2	22	4.5
12448	15/08/2002	B	2	23	11
12449	15/08/2002	B	2	24	11.5
12450	15/08/2002	B	2	25	14
12451	15/08/2002	B	3	1	7.5
12452	15/08/2002	B	3	2	13.5
12453	15/08/2002	B	3	3	10
12454	15/08/2002	B	3	4	8
12455	15/08/2002	B	3	5	10
12456	15/08/2002	B	3	6	9.5
12457	15/08/2002	B	3	7	7.5
12458	15/08/2002	B	3	8	5
12459	15/08/2002	B	3	9	4.5
12460	15/08/2002	B	3	10	4.5
12461	15/08/2002	B	3	11	4.5
12462	15/08/2002	B	3	12	7.5
12463	15/08/2002	B	3	13	7.5
12464	15/08/2002	B	3	14	7
12465	15/08/2002	B	3	15	6
12466	15/08/2002	B	3	16	7.5
12467	15/08/2002	B	3	17	7.5
12468	15/08/2002	B	3	18	7.5
12469	15/08/2002	B	3	19	8
12470	15/08/2002	B	3	20	3.5
12471	15/08/2002	B	3	21	6.5
12472	15/08/2002	B	3	22	5
12473	15/08/2002	B	3	23	3.5
12474	15/08/2002	B	3	24	6
12475	15/08/2002	B	3	25	4
12476	15/08/2002	B	4	1	5
12477	15/08/2002	B	4	2	6
12478	15/08/2002	B	4	3	7
12479	15/08/2002	B	4	4	6.5
12480	15/08/2002	B	4	5	7.5
12481	15/08/2002	B	4	6	8
12482	15/08/2002	B	4	7	8
12483	15/08/2002	B	4	8	7.5
12484	15/08/2002	B	4	9	6
12485	15/08/2002	B	4	10	7
12486	15/08/2002	B	4	11	7.5
12487	15/08/2002	B	4	12	7.5
12488	15/08/2002	B	4	13	7
12489	15/08/2002	B	4	14	6
12490	15/08/2002	B	4	15	6.5
12491	15/08/2002	B	4	16	6
12492	15/08/2002	B	4	17	6.5
12493	15/08/2002	B	4	18	7
12494	15/08/2002	B	4	19	5.5
12495	15/08/2002	B	4	20	11.5
12496	15/08/2002	B	4	21	6
12497	15/08/2002	B	4	22	6
12498	15/08/2002	B	4	23	5
12499	15/08/2002	B	4	24	5
12500	15/08/2002	B	4	25	6
12501	15/08/2002	B	5	1	3
12502	15/08/2002	B	5	2	5
12503	15/08/2002	B	5	3	1.5
12504	15/08/2002	B	5	4	2
12505	15/08/2002	B	5	5	2.5
12506	15/08/2002	B	5	6	4
12507	15/08/2002	B	5	7	2.5
12508	15/08/2002	B	5	8	5
12509	15/08/2002	B	5	9	2.5
12510	15/08/2002	B	5	10	4.5
12511	15/08/2002	B	5	11	4.5
12512	15/08/2002	B	5	12	2
12513	15/08/2002	B	5	13	3.5
12514	15/08/2002	B	5	14	2
12515	15/08/2002	B	5	15	1
12516	15/08/2002	B	5	16	6
12517	15/08/2002	B	5	17	2
12518	15/08/2002	B	5	18	3
12519	15/08/2002	B	5	19	5
12520	15/08/2002	B	5	20	3.5
12521	15/08/2002	B	5	21	3
12522	15/08/2002	B	5	22	3
12523	15/08/2002	B	5	23	3.5
12524	15/08/2002	B	5	24	2
12525	15/08/2002	B	5	25	1
12526	15/08/2002	B	6	1	3
12527	15/08/2002	B	6	2	3
12528	15/08/2002	B	6	3	5
12529	15/08/2002	B	6	4	5
12530	15/08/2002	B	6	5	6
12531	15/08/2002	B	6	6	5.5
12532	15/08/2002	B	6	7	16
12533	15/08/2002	B	6	8	4
12534	15/08/2002	B	6	9	1.5
12535	15/08/2002	B	6	10	1
12536	15/08/2002	B	6	11	7
12537	15/08/2002	B	6	12	11
12538	15/08/2002	B	6	13	7
12539	15/08/2002	B	6	14	8
12540	15/08/2002	B	6	15	7.5
12541	15/08/2002	B	6	16	4.5
12542	15/08/2002	B	6	17	3.5
12543	15/08/2002	B	6	18	18
12544	15/08/2002	B	6	19	8.5
12545	15/08/2002	B	6	20	15.5
12546	15/08/2002	B	6	21	10.5
12547	15/08/2002	B	6	22	3.5
12548	15/08/2002	B	6	23	6
12549	15/08/2002	B	6	24	7.5
12550	15/08/2002	B	6	25	7.5
12551	15/08/2002	C	1	1	6
12552	15/08/2002	C	1	2	9
12553	15/08/2002	C	1	3	8.5
12554	15/08/2002	C	1	4	10
12555	15/08/2002	C	1	5	9.5
12556	15/08/2002	C	1	6	10
12557	15/08/2002	C	1	7	9
12558	15/08/2002	C	1	8	13
12559	15/08/2002	C	1	9	12
12560	15/08/2002	C	1	10	9.5
12561	15/08/2002	C	1	11	11
12562	15/08/2002	C	1	12	14
12563	15/08/2002	C	1	13	16.5
12564	15/08/2002	C	1	14	12.5
12565	15/08/2002	C	1	15	15
12566	15/08/2002	C	1	16	11.5
12567	15/08/2002	C	1	17	14
12568	15/08/2002	C	1	18	13
12569	15/08/2002	C	1	19	12.5
12570	15/08/2002	C	1	20	5.5
12571	15/08/2002	C	1	21	9.5
12572	15/08/2002	C	1	22	14
12573	15/08/2002	C	1	23	14
12574	15/08/2002	C	1	24	17.5
12575	15/08/2002	C	1	25	23
12576	15/08/2002	C	2	1	8.5
12577	15/08/2002	C	2	2	9.5
12578	15/08/2002	C	2	3	8.5
12579	15/08/2002	C	2	4	8.5
12580	15/08/2002	C	2	5	8
12581	15/08/2002	C	2	6	12.5
12582	15/08/2002	C	2	7	8.5
12583	15/08/2002	C	2	8	10
12584	15/08/2002	C	2	9	9
12585	15/08/2002	C	2	10	9
12586	15/08/2002	C	2	11	9.5
12587	15/08/2002	C	2	12	8
12588	15/08/2002	C	2	13	8.5
12589	15/08/2002	C	2	14	8
12590	15/08/2002	C	2	15	8.5
12591	15/08/2002	C	2	16	12
12592	15/08/2002	C	2	17	19.5
12593	15/08/2002	C	2	18	9.5
12594	15/08/2002	C	2	19	13
12595	15/08/2002	C	2	20	10.5
12596	15/08/2002	C	2	21	15
12597	15/08/2002	C	2	22	16
12598	15/08/2002	C	2	23	15.5
12599	15/08/2002	C	2	24	22.5
12600	15/08/2002	C	2	25	35
12601	15/08/2002	C	3	1	10
12602	15/08/2002	C	3	2	8
12603	15/08/2002	C	3	3	10
12604	15/08/2002	C	3	4	8
12605	15/08/2002	C	3	5	10
12606	15/08/2002	C	3	6	9
12607	15/08/2002	C	3	7	14
12608	15/08/2002	C	3	8	8.5
12609	15/08/2002	C	3	9	8.5
12610	15/08/2002	C	3	10	9
12611	15/08/2002	C	3	11	7
12612	15/08/2002	C	3	12	7.5
12613	15/08/2002	C	3	13	8.5
12614	15/08/2002	C	3	14	3.5
12615	15/08/2002	C	3	15	7
12616	15/08/2002	C	3	16	8
12617	15/08/2002	C	3	17	7
12618	15/08/2002	C	3	18	10.5
12619	15/08/2002	C	3	19	7.5
12620	15/08/2002	C	3	20	8.5
12621	15/08/2002	C	3	21	9
12622	15/08/2002	C	3	22	4.5
12623	15/08/2002	C	3	23	4.5
12624	15/08/2002	C	3	24	6.5
12625	15/08/2002	C	3	25	15
12626	15/08/2002	C	4	1	8
12627	15/08/2002	C	4	2	5.5
12628	15/08/2002	C	4	3	5.5
12629	15/08/2002	C	4	4	6
12630	15/08/2002	C	4	5	10.5
12631	15/08/2002	C	4	6	7.5
12632	15/08/2002	C	4	7	10.5
12633	15/08/2002	C	4	8	11.5
12634	15/08/2002	C	4	9	6.5
12635	15/08/2002	C	4	10	9
12636	15/08/2002	C	4	11	7
12637	15/08/2002	C	4	12	12
12638	15/08/2002	C	4	13	10.5
12639	15/08/2002	C	4	14	7.5
12640	15/08/2002	C	4	15	9.5
12641	15/08/2002	C	4	16	6.5
12642	15/08/2002	C	4	17	7.5
12643	15/08/2002	C	4	18	14
12644	15/08/2002	C	4	19	14
12645	15/08/2002	C	4	20	13
12646	15/08/2002	C	4	21	8.5
12647	15/08/2002	C	4	22	8.5
12648	15/08/2002	C	4	23	14
12649	15/08/2002	C	4	24	9
12650	15/08/2002	C	4	25	10.5
12651	15/08/2002	C	5	1	8
12652	15/08/2002	C	5	2	4
12653	15/08/2002	C	5	3	2.5
12654	15/08/2002	C	5	4	4.5
12655	15/08/2002	C	5	5	3
12656	15/08/2002	C	5	6	3.5
12657	15/08/2002	C	5	7	3.5
12658	15/08/2002	C	5	8	2
12659	15/08/2002	C	5	9	2.5
12660	15/08/2002	C	5	10	4
12661	15/08/2002	C	5	11	3.5
12662	15/08/2002	C	5	12	3
12663	15/08/2002	C	5	13	1
12664	15/08/2002	C	5	14	3
12665	15/08/2002	C	5	15	3.5
12666	15/08/2002	C	5	16	1.5
12667	15/08/2002	C	5	17	3
12668	15/08/2002	C	5	18	2.5
12669	15/08/2002	C	5	19	4.5
12670	15/08/2002	C	5	20	2
12671	15/08/2002	C	5	21	3
12672	15/08/2002	C	5	22	1
12673	15/08/2002	C	5	23	1
12674	15/08/2002	C	5	24	2.5
12675	15/08/2002	C	5	25	1.5
12676	15/08/2002	C	6	1	1
12677	15/08/2002	C	6	2	2
12678	15/08/2002	C	6	3	2
12679	15/08/2002	C	6	4	4
12680	15/08/2002	C	6	5	3.5
12681	15/08/2002	C	6	6	3
12682	15/08/2002	C	6	7	2.5
12683	15/08/2002	C	6	8	2.5
12684	15/08/2002	C	6	9	0.5
12685	15/08/2002	C	6	10	2
12686	15/08/2002	C	6	11	1
12687	15/08/2002	C	6	12	6
12688	15/08/2002	C	6	13	3
12689	15/08/2002	C	6	14	1.5
12690	15/08/2002	C	6	15	1.5
12691	15/08/2002	C	6	16	4
12692	15/08/2002	C	6	17	4.5
12693	15/08/2002	C	6	18	4
12694	15/08/2002	C	6	19	2
12695	15/08/2002	C	6	20	2.5
12696	15/08/2002	C	6	21	3
12697	15/08/2002	C	6	22	2.5
12698	15/08/2002	C	6	23	3.5
12699	15/08/2002	C	6	24	3.5
12700	15/08/2002	C	6	25	4
12701	15/08/2002	D	1	1	1
12702	15/08/2002	D	1	2	1
12703	15/08/2002	D	1	3	1
12704	15/08/2002	D	1	4	2
12705	15/08/2002	D	1	5	1.5
12706	15/08/2002	D	1	6	2.5
12707	15/08/2002	D	1	7	1
12708	15/08/2002	D	1	8	1
12709	15/08/2002	D	1	9	2.5
12710	15/08/2002	D	1	10	2.5
12711	15/08/2002	D	1	11	1
12712	15/08/2002	D	1	12	1
12713	15/08/2002	D	1	13	2.5
12714	15/08/2002	D	1	14	1
12715	15/08/2002	D	1	15	2.5
12716	15/08/2002	D	1	16	0.5
12717	15/08/2002	D	1	17	2
12718	15/08/2002	D	1	18	1
12719	15/08/2002	D	1	19	1.5
12720	15/08/2002	D	1	20	1.5
12721	15/08/2002	D	1	21	3
12722	15/08/2002	D	1	22	1.5
12723	15/08/2002	D	1	23	2
12724	15/08/2002	D	1	24	2
12725	15/08/2002	D	1	25	0.5
12726	15/08/2002	D	2	1	2.5
12727	15/08/2002	D	2	2	1
12728	15/08/2002	D	2	3	1
12729	15/08/2002	D	2	4	1
12730	15/08/2002	D	2	5	2.5
12731	15/08/2002	D	2	6	2.5
12732	15/08/2002	D	2	7	0.5
12733	15/08/2002	D	2	8	1
12734	15/08/2002	D	2	9	1.5
12735	15/08/2002	D	2	10	0.5
12736	15/08/2002	D	2	11	0.5
12737	15/08/2002	D	2	12	2
12738	15/08/2002	D	2	13	2.5
12739	15/08/2002	D	2	14	0.5
12740	15/08/2002	D	2	15	1
12741	15/08/2002	D	2	16	0.5
12742	15/08/2002	D	2	17	1
12743	15/08/2002	D	2	18	1.5
12744	15/08/2002	D	2	19	0.5
12745	15/08/2002	D	2	20	2
12746	15/08/2002	D	2	21	0.5
12747	15/08/2002	D	2	22	1
12748	15/08/2002	D	2	23	1.5
12749	15/08/2002	D	2	24	1
12750	15/08/2002	D	2	25	2.5
12751	15/08/2002	D	3	1	0.5
12752	15/08/2002	D	3	2	2.5
12753	15/08/2002	D	3	3	2
12754	15/08/2002	D	3	4	1
12755	15/08/2002	D	3	5	1
12756	15/08/2002	D	3	6	1
12757	15/08/2002	D	3	7	1
12758	15/08/2002	D	3	8	0.5
12759	15/08/2002	D	3	9	1.5
12760	15/08/2002	D	3	10	1
12761	15/08/2002	D	3	11	1
12762	15/08/2002	D	3	12	0.5
12763	15/08/2002	D	3	13	0.5
12764	15/08/2002	D	3	14	0.5
12765	15/08/2002	D	3	15	0.5
12766	15/08/2002	D	3	16	0.5
12767	15/08/2002	D	3	17	0.5
12768	15/08/2002	D	3	18	0.5
12769	15/08/2002	D	3	19	1.5
12770	15/08/2002	D	3	20	0.5
12771	15/08/2002	D	3	21	1.5
12772	15/08/2002	D	3	22	2
12773	15/08/2002	D	3	23	1
12774	15/08/2002	D	3	24	0.5
12775	15/08/2002	D	3	25	0.5
12776	15/08/2002	D	4	1	1
12777	15/08/2002	D	4	2	0.5
12778	15/08/2002	D	4	3	0.5
12779	15/08/2002	D	4	4	0.5
12780	15/08/2002	D	4	5	1.5
12781	15/08/2002	D	4	6	0.5
12782	15/08/2002	D	4	7	0.5
12783	15/08/2002	D	4	8	1
12784	15/08/2002	D	4	9	2
12785	15/08/2002	D	4	10	1.5
12786	15/08/2002	D	4	11	0.5
12787	15/08/2002	D	4	12	1
12788	15/08/2002	D	4	13	1
12789	15/08/2002	D	4	14	1.5
12790	15/08/2002	D	4	15	0.5
12791	15/08/2002	D	4	16	1.5
12792	15/08/2002	D	4	17	1
12793	15/08/2002	D	4	18	1.5
12794	15/08/2002	D	4	19	2
12795	15/08/2002	D	4	20	2.5
12796	15/08/2002	D	4	21	1.5
12797	15/08/2002	D	4	22	2
12798	15/08/2002	D	4	23	1.5
12799	15/08/2002	D	4	24	2.5
12800	15/08/2002	D	4	25	3
12801	15/08/2002	D	5	1	3
12802	15/08/2002	D	5	2	2.5
12803	15/08/2002	D	5	3	6.5
12804	15/08/2002	D	5	4	4
12805	15/08/2002	D	5	5	3
12806	15/08/2002	D	5	6	2
12807	15/08/2002	D	5	7	4.5
12808	15/08/2002	D	5	8	6
12809	15/08/2002	D	5	9	6
12810	15/08/2002	D	5	10	2.5
12811	15/08/2002	D	5	11	3.5
12812	15/08/2002	D	5	12	4
12813	15/08/2002	D	5	13	5.5
12814	15/08/2002	D	5	14	5.5
12815	15/08/2002	D	5	15	5
12816	15/08/2002	D	5	16	2
12817	15/08/2002	D	5	17	3
12818	15/08/2002	D	5	18	4.5
12819	15/08/2002	D	5	19	5.5
12820	15/08/2002	D	5	20	3.5
12821	15/08/2002	D	5	21	3
12822	15/08/2002	D	5	22	4
12823	15/08/2002	D	5	23	4
12824	15/08/2002	D	5	24	5.5
12825	15/08/2002	D	5	25	3
12826	15/08/2002	D	6	1	13
12827	15/08/2002	D	6	2	13.5
12828	15/08/2002	D	6	3	11.5
12829	15/08/2002	D	6	4	11.5
12830	15/08/2002	D	6	5	11
12831	15/08/2002	D	6	6	12
12832	15/08/2002	D	6	7	11.5
12833	15/08/2002	D	6	8	10.5
12834	15/08/2002	D	6	9	11
12835	15/08/2002	D	6	10	12.5
12836	15/08/2002	D	6	11	10
12837	15/08/2002	D	6	12	10.5
12838	15/08/2002	D	6	13	4
12839	15/08/2002	D	6	14	3.5
12840	15/08/2002	D	6	15	4.5
12841	15/08/2002	D	6	16	6
12842	15/08/2002	D	6	17	5.5
12843	15/08/2002	D	6	18	5
12844	15/08/2002	D	6	19	4
12845	15/08/2002	D	6	20	4.5
12846	15/08/2002	D	6	21	4.5
12847	15/08/2002	D	6	22	4
12848	15/08/2002	D	6	23	6
12849	15/08/2002	D	6	24	6
12850	15/08/2002	D	6	25	5.5
12851	15/08/2002	E	1	1	1.5
12852	15/08/2002	E	1	2	4
12853	15/08/2002	E	1	3	3.5
12854	15/08/2002	E	1	4	11
12855	15/08/2002	E	1	5	11
12856	15/08/2002	E	1	6	15
12857	15/08/2002	E	1	7	10.5
12858	15/08/2002	E	1	8	9
12859	15/08/2002	E	1	9	6
12860	15/08/2002	E	1	10	6.5
12861	15/08/2002	E	1	11	2.5
12862	15/08/2002	E	1	12	1.5
12863	15/08/2002	E	1	13	5
