deathtime	status	id	plotc	SOWNDIV	FUNCGR	GRASS	LEG	SHERB	THERB	GLST
4	0	5	B3A14	60	4	1	1	1	1	GLST
4	0	6	B3A14	60	4	1	1	1	1	GLST
4	0	7	B3A14	60	4	1	1	1	1	GLST
17	0	8	B3A14	60	4	1	1	1	1	GLST
17	0	9	B3A14	60	4	1	1	1	1	GLST
17	0	10	B3A14	60	4	1	1	1	1	GLST
22	0	11	B3A14	60	4	1	1	1	1	GLST
22	0	12	B3A14	60	4	1	1	1	1	GLST
22	0	13	B3A14	60	4	1	1	1	1	GLST
26	0	14	B3A14	60	4	1	1	1	1	GLST
30.5	0	15	B3A14	60	4	1	1	1	1	GLST
38.5	0	16	B3A14	60	4	1	1	1	1	GLST
38.5	0	17	B3A14	60	4	1	1	1	1	GLST
38.5	0	18	B3A14	60	4	1	1	1	1	GLST
38.5	0	19	B3A14	60	4	1	1	1	1	GLST
45	0	20	B3A14	60	4	1	1	1	1	GLST
1.5	0	1	B3A16	16	2	0	1	1	0	LS
1.5	0	2	B3A16	16	2	0	1	1	0	LS
1.5	0	3	B3A16	16	2	0	1	1	0	LS
1.5	0	4	B3A16	16	2	0	1	1	0	LS
1.5	0	5	B3A16	16	2	0	1	1	0	LS
4	0	6	B3A16	16	2	0	1	1	0	LS
4	0	7	B3A16	16	2	0	1	1	0	LS
4	0	8	B3A16	16	2	0	1	1	0	LS
10	0	9	B3A16	16	2	0	1	1	0	LS
10	0	10	B3A16	16	2	0	1	1	0	LS
10	0	11	B3A16	16	2	0	1	1	0	LS
10	0	12	B3A16	16	2	0	1	1	0	LS
10	0	13	B3A16	16	2	0	1	1	0	LS
17	0	14	B3A16	16	2	0	1	1	0	LS
17	0	15	B3A16	16	2	0	1	1	0	LS
22	0	16	B3A16	16	2	0	1	1	0	LS
26	0	17	B3A16	16	2	0	1	1	0	LS
30.5	0	18	B3A16	16	2	0	1	1	0	LS
38.5	0	19	B3A16	16	2	0	1	1	0	LS
45	0	20	B3A16	16	2	0	1	1	0	LS
1.5	0	1	B3A17	1	1	0	0	1	0	S
1.5	0	2	B3A17	1	1	0	0	1	0	S
1.5	0	3	B3A17	1	1	0	0	1	0	S
4	0	4	B3A17	1	1	0	0	1	0	S
4	0	5	B3A17	1	1	0	0	1	0	S
4	0	6	B3A17	1	1	0	0	1	0	S
4	0	7	B3A17	1	1	0	0	1	0	S
4	0	8	B3A17	1	1	0	0	1	0	S
4	0	9	B3A17	1	1	0	0	1	0	S
6	0	10	B3A17	1	1	0	0	1	0	S
6	0	11	B3A17	1	1	0	0	1	0	S
10	0	12	B3A17	1	1	0	0	1	0	S
12	0	13	B3A17	1	1	0	0	1	0	S
12	0	14	B3A17	1	1	0	0	1	0	S
12	0	15	B3A17	1	1	0	0	1	0	S
12	0	16	B3A17	1	1	0	0	1	0	S
17	0	17	B3A17	1	1	0	0	1	0	S
17	0	18	B3A17	1	1	0	0	1	0	S
17	0	19	B3A17	1	1	0	0	1	0	S
22	0	20	B3A17	1	1	0	0	1	0	S
1.5	0	1	B3A19	2	2	1	0	1	0	GS
1.5	0	2	B3A19	2	2	1	0	1	0	GS
1.5	0	3	B3A19	2	2	1	0	1	0	GS
1.5	0	4	B3A19	2	2	1	0	1	0	GS
1.5	0	5	B3A19	2	2	1	0	1	0	GS
1.5	0	6	B3A19	2	2	1	0	1	0	GS
1.5	0	7	B3A19	2	2	1	0	1	0	GS
10	0	8	B3A19	2	2	1	0	1	0	GS
17	0	9	B3A19	2	2	1	0	1	0	GS
17	0	10	B3A19	2	2	1	0	1	0	GS
17	0	11	B3A19	2	2	1	0	1	0	GS
22	0	12	B3A19	2	2	1	0	1	0	GS
22	0	13	B3A19	2	2	1	0	1	0	GS
22	0	14	B3A19	2	2	1	0	1	0	GS
22	0	15	B3A19	2	2	1	0	1	0	GS
22	0	16	B3A19	2	2	1	0	1	0	GS
22	0	17	B3A19	2	2	1	0	1	0	GS
54	0	18	B3A19	2	2	1	0	1	0	GS
1.5	0	1	B3A20	8	2	0	1	0	1	LT
1.5	0	2	B3A20	8	2	0	1	0	1	LT
1.5	0	3	B3A20	8	2	0	1	0	1	LT
1.5	0	4	B3A20	8	2	0	1	0	1	LT
1.5	0	5	B3A20	8	2	0	1	0	1	LT
1.5	0	6	B3A20	8	2	0	1	0	1	LT
1.5	0	7	B3A20	8	2	0	1	0	1	LT
12	0	8	B3A20	8	2	0	1	0	1	LT
12	0	9	B3A20	8	2	0	1	0	1	LT
12	0	10	B3A20	8	2	0	1	0	1	LT
12	0	11	B3A20	8	2	0	1	0	1	LT
12	0	12	B3A20	8	2	0	1	0	1	LT
17	0	13	B3A20	8	2	0	1	0	1	LT
17	0	14	B3A20	8	2	0	1	0	1	LT
22	0	15	B3A20	8	2	0	1	0	1	LT
22	0	16	B3A20	8	2	0	1	0	1	LT
26	0	17	B3A20	8	2	0	1	0	1	LT
1.5	0	1	B3A21	2	1	0	1	0	0	L
1.5	0	2	B3A21	2	1	0	1	0	0	L
1.5	0	3	B3A21	2	1	0	1	0	0	L
1.5	0	4	B3A21	2	1	0	1	0	0	L
1.5	0	5	B3A21	2	1	0	1	0	0	L
6	0	6	B3A21	2	1	0	1	0	0	L
6	0	7	B3A21	2	1	0	1	0	0	L
8	0	8	B3A21	2	1	0	1	0	0	L
10	0	9	B3A21	2	1	0	1	0	0	L
17	0	10	B3A21	2	1	0	1	0	0	L
17	0	11	B3A21	2	1	0	1	0	0	L
17	0	12	B3A21	2	1	0	1	0	0	L
17	0	13	B3A21	2	1	0	1	0	0	L
22	0	14	B3A21	2	1	0	1	0	0	L
22	0	15	B3A21	2	1	0	1	0	0	L
22	0	16	B3A21	2	1	0	1	0	0	L
22	0	17	B3A21	2	1	0	1	0	0	L
22	0	18	B3A21	2	1	0	1	0	0	L
35	0	19	B3A21	2	1	0	1	0	0	L
54	0	20	B3A21	2	1	0	1	0	0	L
1.5	0	1	B3A22	16	4	1	1	1	1	GLST
1.5	0	2	B3A22	16	4	1	1	1	1	GLST
1.5	0	3	B3A22	16	4	1	1	1	1	GLST
6	0	4	B3A22	16	4	1	1	1	1	GLST
17	0	5	B3A22	16	4	1	1	1	1	GLST
17	0	6	B3A22	16	4	1	1	1	1	GLST
17	0	7	B3A22	16	4	1	1	1	1	GLST
17	0	8	B3A22	16	4	1	1	1	1	GLST
17	0	9	B3A22	16	4	1	1	1	1	GLST
17	0	10	B3A22	16	4	1	1	1	1	GLST
22	0	11	B3A22	16	4	1	1	1	1	GLST
22	0	12	B3A22	16	4	1	1	1	1	GLST
22	0	13	B3A22	16	4	1	1	1	1	GLST
22	0	14	B3A22	16	4	1	1	1	1	GLST
56	1	15	B3A22	16	4	1	1	1	1	GLST
56	1	16	B3A22	16	4	1	1	1	1	GLST
56	1	17	B3A22	16	4	1	1	1	1	GLST
56	1	18	B3A22	16	4	1	1	1	1	GLST
1.5	0	1	B3A23	4	4	1	1	1	1	GLST
1.5	0	2	B3A23	4	4	1	1	1	1	GLST
1.5	0	3	B3A23	4	4	1	1	1	1	GLST
1.5	0	4	B3A23	4	4	1	1	1	1	GLST
1.5	0	5	B3A23	4	4	1	1	1	1	GLST
1.5	0	6	B3A23	4	4	1	1	1	1	GLST
1.5	0	7	B3A23	4	4	1	1	1	1	GLST
1.5	0	8	B3A23	4	4	1	1	1	1	GLST
4	0	9	B3A23	4	4	1	1	1	1	GLST
6	0	10	B3A23	4	4	1	1	1	1	GLST
12	0	11	B3A23	4	4	1	1	1	1	GLST
12	0	12	B3A23	4	4	1	1	1	1	GLST
12	0	13	B3A23	4	4	1	1	1	1	GLST
12	0	14	B3A23	4	4	1	1	1	1	GLST
12	0	15	B3A23	4	4	1	1	1	1	GLST
12	0	16	B3A23	4	4	1	1	1	1	GLST
17	0	17	B3A23	4	4	1	1	1	1	GLST
17	0	18	B3A23	4	4	1	1	1	1	GLST
1.5	0	1	B3A24	16	3	1	1	1	0	GLS
1.5	0	2	B3A24	16	3	1	1	1	0	GLS
1.5	0	3	B3A24	16	3	1	1	1	0	GLS
1.5	0	4	B3A24	16	3	1	1	1	0	GLS
1.5	0	5	B3A24	16	3	1	1	1	0	GLS
4	0	6	B3A24	16	3	1	1	1	0	GLS
4	0	7	B3A24	16	3	1	1	1	0	GLS
4	0	8	B3A24	16	3	1	1	1	0	GLS
12	0	9	B3A24	16	3	1	1	1	0	GLS
22	0	10	B3A24	16	3	1	1	1	0	GLS
22	0	11	B3A24	16	3	1	1	1	0	GLS
22	0	12	B3A24	16	3	1	1	1	0	GLS
22	0	13	B3A24	16	3	1	1	1	0	GLS
26	0	14	B3A24	16	3	1	1	1	0	GLS
26	0	15	B3A24	16	3	1	1	1	0	GLS
30.5	0	16	B3A24	16	3	1	1	1	0	GLS
38.5	0	17	B3A24	16	3	1	1	1	0	GLS
38.5	0	18	B3A24	16	3	1	1	1	0	GLS
54	0	19	B3A24	16	3	1	1	1	0	GLS
54	0	20	B3A24	16	3	1	1	1	0	GLS
56	1	21	B3A24	16	3	1	1	1	0	GLS
1.5	0	1	B4A01	60	4	1	1	1	1	GLST
1.5	0	2	B4A01	60	4	1	1	1	1	GLST
1.5	0	3	B4A01	60	4	1	1	1	1	GLST
1.5	0	4	B4A01	60	4	1	1	1	1	GLST
1.5	0	5	B4A01	60	4	1	1	1	1	GLST
4	0	6	B4A01	60	4	1	1	1	1	GLST
17	0	7	B4A01	60	4	1	1	1	1	GLST
17	0	8	B4A01	60	4	1	1	1	1	GLST
17	0	9	B4A01	60	4	1	1	1	1	GLST
17	0	10	B4A01	60	4	1	1	1	1	GLST
17	0	11	B4A01	60	4	1	1	1	1	GLST
17	0	12	B4A01	60	4	1	1	1	1	GLST
29	0	13	B4A01	60	4	1	1	1	1	GLST
33.5	0	14	B4A01	60	4	1	1	1	1	GLST
33.5	0	15	B4A01	60	4	1	1	1	1	GLST
33.5	0	16	B4A01	60	4	1	1	1	1	GLST
33.5	0	17	B4A01	60	4	1	1	1	1	GLST
33.5	0	18	B4A01	60	4	1	1	1	1	GLST
33.5	0	19	B4A01	60	4	1	1	1	1	GLST
55	1	20	B4A01	60	4	1	1	1	1	GLST
1.5	0	1	B4A02	16	3	1	0	1	1	GST
1.5	0	2	B4A02	16	3	1	0	1	1	GST
1.5	0	3	B4A02	16	3	1	0	1	1	GST
4	0	4	B4A02	16	3	1	0	1	1	GST
17	0	5	B4A02	16	3	1	0	1	1	GST
17	0	6	B4A02	16	3	1	0	1	1	GST
17	0	7	B4A02	16	3	1	0	1	1	GST
22.5	0	8	B4A02	16	3	1	0	1	1	GST
29	0	9	B4A02	16	3	1	0	1	1	GST
31	0	10	B4A02	16	3	1	0	1	1	GST
33.5	0	11	B4A02	16	3	1	0	1	1	GST
33.5	0	12	B4A02	16	3	1	0	1	1	GST
33.5	0	13	B4A02	16	3	1	0	1	1	GST
37	0	14	B4A02	16	3	1	0	1	1	GST
37	0	15	B4A02	16	3	1	0	1	1	GST
42	0	16	B4A02	16	3	1	0	1	1	GST
42	0	17	B4A02	16	3	1	0	1	1	GST
42	0	18	B4A02	16	3	1	0	1	1	GST
55	1	19	B4A02	16	3	1	0	1	1	GST
1.5	0	1	B4A04	4	4	1	1	1	1	GLST
1.5	0	2	B4A04	4	4	1	1	1	1	GLST
1.5	0	3	B4A04	4	4	1	1	1	1	GLST
1.5	0	4	B4A04	4	4	1	1	1	1	GLST
1.5	0	5	B4A04	4	4	1	1	1	1	GLST
17	0	6	B4A04	4	4	1	1	1	1	GLST
17	0	7	B4A04	4	4	1	1	1	1	GLST
17	0	8	B4A04	4	4	1	1	1	1	GLST
17	0	9	B4A04	4	4	1	1	1	1	GLST
17	0	10	B4A04	4	4	1	1	1	1	GLST
17	0	11	B4A04	4	4	1	1	1	1	GLST
17	0	12	B4A04	4	4	1	1	1	1	GLST
17	0	13	B4A04	4	4	1	1	1	1	GLST
17	0	14	B4A04	4	4	1	1	1	1	GLST
26	0	15	B4A04	4	4	1	1	1	1	GLST
29	0	16	B4A04	4	4	1	1	1	1	GLST
29	0	17	B4A04	4	4	1	1	1	1	GLST
31	0	18	B4A04	4	4	1	1	1	1	GLST
33.5	0	19	B4A04	4	4	1	1	1	1	GLST
42	0	20	B4A04	4	4	1	1	1	1	GLST
1.5	0	1	B4A06	8	1	0	0	1	0	S
1.5	0	2	B4A06	8	1	0	0	1	0	S
1.5	0	3	B4A06	8	1	0	0	1	0	S
4	0	4	B4A06	8	1	0	0	1	0	S
4	0	5	B4A06	8	1	0	0	1	0	S
4	0	6	B4A06	8	1	0	0	1	0	S
10	0	7	B4A06	8	1	0	0	1	0	S
10	0	8	B4A06	8	1	0	0	1	0	S
17	0	9	B4A06	8	1	0	0	1	0	S
17	0	10	B4A06	8	1	0	0	1	0	S
17	0	11	B4A06	8	1	0	0	1	0	S
17	0	12	B4A06	8	1	0	0	1	0	S
17	0	13	B4A06	8	1	0	0	1	0	S
17	0	14	B4A06	8	1	0	0	1	0	S
17	0	15	B4A06	8	1	0	0	1	0	S
17	0	16	B4A06	8	1	0	0	1	0	S
17	0	17	B4A06	8	1	0	0	1	0	S
17	0	18	B4A06	8	1	0	0	1	0	S
37	0	19	B4A06	8	1	0	0	1	0	S
42	0	20	B4A06	8	1	0	0	1	0	S
42	0	21	B4A06	8	1	0	0	1	0	S
55	1	22	B4A06	8	1	0	0	1	0	S
1.5	0	1	B4A07	4	2	0	1	0	1	LT
1.5	0	2	B4A07	4	2	0	1	0	1	LT
1.5	0	3	B4A07	4	2	0	1	0	1	LT
1.5	0	4	B4A07	4	2	0	1	0	1	LT
1.5	0	5	B4A07	4	2	0	1	0	1	LT
17	0	6	B4A07	4	2	0	1	0	1	LT
17	0	7	B4A07	4	2	0	1	0	1	LT
17	0	8	B4A07	4	2	0	1	0	1	LT
29	0	9	B4A07	4	2	0	1	0	1	LT
29	0	10	B4A07	4	2	0	1	0	1	LT
37	0	11	B4A07	4	2	0	1	0	1	LT
37	0	12	B4A07	4	2	0	1	0	1	LT
42	0	13	B4A07	4	2	0	1	0	1	LT
42	0	14	B4A07	4	2	0	1	0	1	LT
42	0	15	B4A07	4	2	0	1	0	1	LT
55	1	16	B4A07	4	2	0	1	0	1	LT
55	1	17	B4A07	4	2	0	1	0	1	LT
55	1	18	B4A07	4	2	0	1	0	1	LT
55	1	19	B4A07	4	2	0	1	0	1	LT
55	1	20	B4A07	4	2	0	1	0	1	LT
55	1	21	B4A07	4	2	0	1	0	1	LT
55	1	22	B4A07	4	2	0	1	0	1	LT
55	1	23	B4A07	4	2	0	1	0	1	LT
1.5	0	1	B4A08	8	2	1	0	1	0	GS
1.5	0	2	B4A08	8	2	1	0	1	0	GS
1.5	0	3	B4A08	8	2	1	0	1	0	GS
1.5	0	4	B4A08	8	2	1	0	1	0	GS
1.5	0	5	B4A08	8	2	1	0	1	0	GS
1.5	0	6	B4A08	8	2	1	0	1	0	GS
8	0	7	B4A08	8	2	1	0	1	0	GS
8	0	8	B4A08	8	2	1	0	1	0	GS
17	0	9	B4A08	8	2	1	0	1	0	GS
17	0	10	B4A08	8	2	1	0	1	0	GS
17	0	11	B4A08	8	2	1	0	1	0	GS
17	0	12	B4A08	8	2	1	0	1	0	GS
31	0	13	B4A08	8	2	1	0	1	0	GS
37	0	14	B4A08	8	2	1	0	1	0	GS
37	0	15	B4A08	8	2	1	0	1	0	GS
42	0	16	B4A08	8	2	1	0	1	0	GS
42	0	17	B4A08	8	2	1	0	1	0	GS
42	0	18	B4A08	8	2	1	0	1	0	GS
46	0	19	B4A08	8	2	1	0	1	0	GS
1.5	0	1	B4A09	1	1	0	1	0	0	L
1.5	0	2	B4A09	1	1	0	1	0	0	L
1.5	0	3	B4A09	1	1	0	1	0	0	L
1.5	0	4	B4A09	1	1	0	1	0	0	L
17	0	5	B4A09	1	1	0	1	0	0	L
17	0	6	B4A09	1	1	0	1	0	0	L
17	0	7	B4A09	1	1	0	1	0	0	L
17	0	8	B4A09	1	1	0	1	0	0	L
17	0	9	B4A09	1	1	0	1	0	0	L
17	0	10	B4A09	1	1	0	1	0	0	L
17	0	11	B4A09	1	1	0	1	0	0	L
29	0	12	B4A09	1	1	0	1	0	0	L
37	0	13	B4A09	1	1	0	1	0	0	L
37	0	14	B4A09	1	1	0	1	0	0	L
42	0	15	B4A09	1	1	0	1	0	0	L
49.5	0	16	B4A09	1	1	0	1	0	0	L
55	1	17	B4A09	1	1	0	1	0	0	L
55	1	18	B4A09	1	1	0	1	0	0	L
55	1	19	B4A09	1	1	0	1	0	0	L
55	1	20	B4A09	1	1	0	1	0	0	L
55	1	21	B4A09	1	1	0	1	0	0	L
1.5	0	1	B4A10	8	3	1	0	1	1	GST
1.5	0	2	B4A10	8	3	1	0	1	1	GST
1.5	0	3	B4A10	8	3	1	0	1	1	GST
1.5	0	4	B4A10	8	3	1	0	1	1	GST
1.5	0	5	B4A10	8	3	1	0	1	1	GST
1.5	0	6	B4A10	8	3	1	0	1	1	GST
1.5	0	7	B4A10	8	3	1	0	1	1	GST
1.5	0	8	B4A10	8	3	1	0	1	1	GST
17	0	9	B4A10	8	3	1	0	1	1	GST
17	0	10	B4A10	8	3	1	0	1	1	GST
17	0	11	B4A10	8	3	1	0	1	1	GST
26	0	12	B4A10	8	3	1	0	1	1	GST
29	0	13	B4A10	8	3	1	0	1	1	GST
29	0	14	B4A10	8	3	1	0	1	1	GST
29	0	15	B4A10	8	3	1	0	1	1	GST
31	0	16	B4A10	8	3	1	0	1	1	GST
42	0	17	B4A10	8	3	1	0	1	1	GST
46	0	18	B4A10	8	3	1	0	1	1	GST
46	0	19	B4A10	8	3	1	0	1	1	GST
46	0	20	B4A10	8	3	1	0	1	1	GST
1.5	0	1	B4A11	4	3	1	1	0	1	GLT
1.5	0	2	B4A11	4	3	1	1	0	1	GLT
1.5	0	3	B4A11	4	3	1	1	0	1	GLT
1.5	0	4	B4A11	4	3	1	1	0	1	GLT
1.5	0	5	B4A11	4	3	1	1	0	1	GLT
1.5	0	6	B4A11	4	3	1	1	0	1	GLT
17	0	7	B4A11	4	3	1	1	0	1	GLT
17	0	8	B4A11	4	3	1	1	0	1	GLT
17	0	9	B4A11	4	3	1	1	0	1	GLT
17	0	10	B4A11	4	3	1	1	0	1	GLT
17	0	11	B4A11	4	3	1	1	0	1	GLT
31	0	12	B4A11	4	3	1	1	0	1	GLT
37	0	13	B4A11	4	3	1	1	0	1	GLT
37	0	14	B4A11	4	3	1	1	0	1	GLT
42	0	15	B4A11	4	3	1	1	0	1	GLT
55	1	16	B4A11	4	3	1	1	0	1	GLT
55	1	17	B4A11	4	3	1	1	0	1	GLT
55	1	18	B4A11	4	3	1	1	0	1	GLT
55	1	19	B4A11	4	3	1	1	0	1	GLT
55	1	20	B4A11	4	3	1	1	0	1	GLT
55	1	21	B4A11	4	3	1	1	0	1	GLT
1.5	0	1	B4A12	1	1	1	0	0	0	G
1.5	0	2	B4A12	1	1	1	0	0	0	G
1.5	0	3	B4A12	1	1	1	0	0	0	G
1.5	0	4	B4A12	1	1	1	0	0	0	G
1.5	0	5	B4A12	1	1	1	0	0	0	G
10	0	6	B4A12	1	1	1	0	0	0	G
10	0	7	B4A12	1	1	1	0	0	0	G
17	0	8	B4A12	1	1	1	0	0	0	G
17	0	9	B4A12	1	1	1	0	0	0	G
29	0	10	B4A12	1	1	1	0	0	0	G
31	0	11	B4A12	1	1	1	0	0	0	G
31	0	12	B4A12	1	1	1	0	0	0	G
55	1	13	B4A12	1	1	1	0	0	0	G
55	1	14	B4A12	1	1	1	0	0	0	G
55	1	15	B4A12	1	1	1	0	0	0	G
55	1	16	B4A12	1	1	1	0	0	0	G
55	1	17	B4A12	1	1	1	0	0	0	G
55	1	18	B4A12	1	1	1	0	0	0	G
55	1	19	B4A12	1	1	1	0	0	0	G
1.5	0	1	B4A13	1	1	0	0	0	1	T
1.5	0	2	B4A13	1	1	0	0	0	1	T
1.5	0	3	B4A13	1	1	0	0	0	1	T
1.5	0	4	B4A13	1	1	0	0	0	1	T
1.5	0	5	B4A13	1	1	0	0	0	1	T
1.5	0	6	B4A13	1	1	0	0	0	1	T
1.5	0	7	B4A13	1	1	0	0	0	1	T
1.5	0	8	B4A13	1	1	0	0	0	1	T
1.5	0	9	B4A13	1	1	0	0	0	1	T
1.5	0	10	B4A13	1	1	0	0	0	1	T
1.5	0	11	B4A13	1	1	0	0	0	1	T
4	0	12	B4A13	1	1	0	0	0	1	T
8	0	13	B4A13	1	1	0	0	0	1	T
17	0	14	B4A13	1	1	0	0	0	1	T
17	0	15	B4A13	1	1	0	0	0	1	T
17	0	16	B4A13	1	1	0	0	0	1	T
17	0	17	B4A13	1	1	0	0	0	1	T
22.5	0	18	B4A13	1	1	0	0	0	1	T
22.5	0	19	B4A13	1	1	0	0	0	1	T
29	0	20	B4A13	1	1	0	0	0	1	T
37	0	21	B4A13	1	1	0	0	0	1	T
1.5	0	1	B4A14	2	1	0	0	1	0	S
1.5	0	2	B4A14	2	1	0	0	1	0	S
1.5	0	3	B4A14	2	1	0	0	1	0	S
1.5	0	4	B4A14	2	1	0	0	1	0	S
1.5	0	5	B4A14	2	1	0	0	1	0	S
1.5	0	6	B4A14	2	1	0	0	1	0	S
1.5	0	7	B4A14	2	1	0	0	1	0	S
4	0	8	B4A14	2	1	0	0	1	0	S
6	0	9	B4A14	2	1	0	0	1	0	S
8	0	10	B4A14	2	1	0	0	1	0	S
10	0	11	B4A14	2	1	0	0	1	0	S
10	0	12	B4A14	2	1	0	0	1	0	S
17	0	13	B4A14	2	1	0	0	1	0	S
17	0	14	B4A14	2	1	0	0	1	0	S
22.5	0	15	B4A14	2	1	0	0	1	0	S
26	0	16	B4A14	2	1	0	0	1	0	S
37	0	17	B4A14	2	1	0	0	1	0	S
49.5	0	18	B4A14	2	1	0	0	1	0	S
55	1	19	B4A14	2	1	0	0	1	0	S
55	1	20	B4A14	2	1	0	0	1	0	S
55	1	21	B4A14	2	1	0	0	1	0	S
1.5	0	1	B4A15	2	2	0	1	1	0	LS
1.5	0	2	B4A15	2	2	0	1	1	0	LS
1.5	0	3	B4A15	2	2	0	1	1	0	LS
1.5	0	4	B4A15	2	2	0	1	1	0	LS
1.5	0	5	B4A15	2	2	0	1	1	0	LS
1.5	0	6	B4A15	2	2	0	1	1	0	LS
6	0	7	B4A15	2	2	0	1	1	0	LS
12	0	8	B4A15	2	2	0	1	1	0	LS
12	0	9	B4A15	2	2	0	1	1	0	LS
12	0	10	B4A15	2	2	0	1	1	0	LS
12	0	11	B4A15	2	2	0	1	1	0	LS
17	0	12	B4A15	2	2	0	1	1	0	LS
17	0	13	B4A15	2	2	0	1	1	0	LS
17	0	14	B4A15	2	2	0	1	1	0	LS
17	0	15	B4A15	2	2	0	1	1	0	LS
17	0	16	B4A15	2	2	0	1	1	0	LS
17	0	17	B4A15	2	2	0	1	1	0	LS
17	0	18	B4A15	2	2	0	1	1	0	LS
26	0	19	B4A15	2	2	0	1	1	0	LS
29	0	20	B4A15	2	2	0	1	1	0	LS
1.5	0	1	B4A16	8	4	1	1	1	1	GLST
1.5	0	2	B4A16	8	4	1	1	1	1	GLST
1.5	0	3	B4A16	8	4	1	1	1	1	GLST
1.5	0	4	B4A16	8	4	1	1	1	1	GLST
1.5	0	5	B4A16	8	4	1	1	1	1	GLST
1.5	0	6	B4A16	8	4	1	1	1	1	GLST
12	0	7	B4A16	8	4	1	1	1	1	GLST
17	0	8	B4A16	8	4	1	1	1	1	GLST
17	0	9	B4A16	8	4	1	1	1	1	GLST
17	0	10	B4A16	8	4	1	1	1	1	GLST
17	0	11	B4A16	8	4	1	1	1	1	GLST
29	0	12	B4A16	8	4	1	1	1	1	GLST
29	0	13	B4A16	8	4	1	1	1	1	GLST
29	0	14	B4A16	8	4	1	1	1	1	GLST
29	0	15	B4A16	8	4	1	1	1	1	GLST
55	1	16	B4A16	8	4	1	1	1	1	GLST
55	1	17	B4A16	8	4	1	1	1	1	GLST
55	1	18	B4A16	8	4	1	1	1	1	GLST
55	1	19	B4A16	8	4	1	1	1	1	GLST
55	1	20	B4A16	8	4	1	1	1	1	GLST
1.5	0	1	B4A17	2	1	0	0	0	1	T
1.5	0	2	B4A17	2	1	0	0	0	1	T
1.5	0	3	B4A17	2	1	0	0	0	1	T
1.5	0	4	B4A17	2	1	0	0	0	1	T
1.5	0	5	B4A17	2	1	0	0	0	1	T
1.5	0	6	B4A17	2	1	0	0	0	1	T
1.5	0	7	B4A17	2	1	0	0	0	1	T
1.5	0	8	B4A17	2	1	0	0	0	1	T
1.5	0	9	B4A17	2	1	0	0	0	1	T
6	0	10	B4A17	2	1	0	0	0	1	T
6	0	11	B4A17	2	1	0	0	0	1	T
6	0	12	B4A17	2	1	0	0	0	1	T
10	0	13	B4A17	2	1	0	0	0	1	T
10	0	14	B4A17	2	1	0	0	0	1	T
10	0	15	B4A17	2	1	0	0	0	1	T
17	0	16	B4A17	2	1	0	0	0	1	T
17	0	17	B4A17	2	1	0	0	0	1	T
17	0	18	B4A17	2	1	0	0	0	1	T
55	1	19	B4A17	2	1	0	0	0	1	T
55	1	20	B4A17	2	1	0	0	0	1	T
1.5	0	1	B4A18	16	4	1	1	1	1	GLST
1.5	0	2	B4A18	16	4	1	1	1	1	GLST
1.5	0	3	B4A18	16	4	1	1	1	1	GLST
1.5	0	4	B4A18	16	4	1	1	1	1	GLST
1.5	0	5	B4A18	16	4	1	1	1	1	GLST
1.5	0	6	B4A18	16	4	1	1	1	1	GLST
17	0	7	B4A18	16	4	1	1	1	1	GLST
17	0	8	B4A18	16	4	1	1	1	1	GLST
17	0	9	B4A18	16	4	1	1	1	1	GLST
17	0	10	B4A18	16	4	1	1	1	1	GLST
29	0	11	B4A18	16	4	1	1	1	1	GLST
29	0	12	B4A18	16	4	1	1	1	1	GLST
29	0	13	B4A18	16	4	1	1	1	1	GLST
33.5	0	14	B4A18	16	4	1	1	1	1	GLST
33.5	0	15	B4A18	16	4	1	1	1	1	GLST
42	0	16	B4A18	16	4	1	1	1	1	GLST
42	0	17	B4A18	16	4	1	1	1	1	GLST
55	1	18	B4A18	16	4	1	1	1	1	GLST
55	1	19	B4A18	16	4	1	1	1	1	GLST
55	1	20	B4A18	16	4	1	1	1	1	GLST
55	1	21	B4A18	16	4	1	1	1	1	GLST
55	1	22	B4A18	16	4	1	1	1	1	GLST
55	1	23	B4A18	16	4	1	1	1	1	GLST
55	1	24	B4A18	16	4	1	1	1	1	GLST
1.5	0	1	B4A20	16	2	0	1	0	1	LT
1.5	0	2	B4A20	16	2	0	1	0	1	LT
1.5	0	3	B4A20	16	2	0	1	0	1	LT
1.5	0	4	B4A20	16	2	0	1	0	1	LT
1.5	0	5	B4A20	16	2	0	1	0	1	LT
4	0	6	B4A20	16	2	0	1	0	1	LT
4	0	7	B4A20	16	2	0	1	0	1	LT
17	0	8	B4A20	16	2	0	1	0	1	LT
17	0	9	B4A20	16	2	0	1	0	1	LT
17	0	10	B4A20	16	2	0	1	0	1	LT
17	0	11	B4A20	16	2	0	1	0	1	LT
17	0	12	B4A20	16	2	0	1	0	1	LT
17	0	13	B4A20	16	2	0	1	0	1	LT
26	0	14	B4A20	16	2	0	1	0	1	LT
26	0	15	B4A20	16	2	0	1	0	1	LT
29	0	16	B4A20	16	2	0	1	0	1	LT
29	0	17	B4A20	16	2	0	1	0	1	LT
37	0	18	B4A20	16	2	0	1	0	1	LT
37	0	19	B4A20	16	2	0	1	0	1	LT
42	0	20	B4A20	16	2	0	1	0	1	LT
49.5	0	21	B4A20	16	2	0	1	0	1	LT
1.5	0	1	B4A21	2	2	0	1	0	1	LT
1.5	0	2	B4A21	2	2	0	1	0	1	LT
1.5	0	3	B4A21	2	2	0	1	0	1	LT
