year	month	tmax	tmin	raindays	rain	meantemp	daydegrees
1942	11	8.4	1.9	6	50	5.15	0.15
1942	12	9.4	4.7	2	85.9	7.05	2.05
1943	1	8.3	2.9	7	96.5	5.6	0.6
1943	2	9.5	2.7	3	23.7	6.1	1.1
1943	3	11.7	2.2	8	19.6	6.95	1.95
1943	4	16.2	6.9	0	25.7	11.55	6.55
1943	5	18.2	7.7	0	57.4	12.95	7.95
1943	6	20.1	10.3	0	43	15.2	10.2
1943	7	23	11.9	0	25	17.45	12.45
1943	8	21.8	12.4	0	56.9	17.1	12.1
1943	9	18.8	9.2	0	44	14	9
1943	10	15	6.8	0	62	10.9	5.9
1943	11	9.6	3.1	5	35.1	6.35	1.35
1943	12	6.3	0.7	12	26	3.5	0
1944	1	9.2	3	6	36.3	6.1	1.1
1944	2	6.4	0.9	10	23.2	3.65	0
1944	3	10.3	1.2	10	6.5	5.75	0.75
1944	4	15.8	6.1	0	36.2	10.95	5.95
1944	5	18.3	6.5	1	18.1	12.4	7.4
1944	6	19	9.6	0	52.2	14.3	9.3
1944	7	21.5	13.1	0	56.2	17.3	12.3
1944	8	23.2	13	0	49	18.1	13.1
1944	9	17.9	8.6	0	64.8	13.25	8.25
1944	10	13.2	6.6	0	85.6	9.9	4.9
1944	11	9.8	3.6	4	91	6.7	1.7
1944	12	6	0.8	11	40.5	3.4	0
1945	1	3.2	-2	22	49.9	0.6	0
1945	2	10.9	4.7	0	46.8	7.8	2.8
1945	3	13.1	3.9	3	20.4	8.5	3.5
1945	4	16.1	5.6	2	32.6	10.85	5.85
1945	5	18	8.2	2	54	13.1	8.1
1945	6	19.7	10.8	0	66.2	15.25	10.25
1945	7	22.1	12.8	0	52	17.45	12.45
1945	8	21.3	11.7	0	37.2	16.5	11.5
1945	9	18.6	11.5	0	47.5	15.05	10.05
1945	10	16.5	8	0	69.4	12.25	7.25
1945	11	10	4.4	4	4.8	7.2	2.2
1945	12	8.1	2.5	4	88.9	5.3	0.3
1946	1	5.9	0.1	16	35.2	3	0
1946	2	9.4	4	3	56.1	6.7	1.7
1946	3	9.6	1.3	9	24.4	5.45	0.45
1946	4	16.1	5	0	34.4	10.55	5.55
1946	5	15.7	6.2	0	78.6	10.95	5.95
1946	6	18.1	9.5	0	58.3	13.8	8.8
1946	7	22.3	12.7	0	32.2	17.5	12.5
1946	8	20.1	11.4	0	92.2	15.75	10.75
1946	9	18.4	11	0	85.4	14.7	9.7
1946	10	13.7	7.1	3	20.2	10.4	5.4
1946	11	11.2	5.7	1	114.1	8.45	3.45
1946	12	6.2	-0.1	13	53.8	3.05	0
1947	1	4.9	-0.6	15	35.2	2.15	0
1947	2	-0.2	-4.4	26	42.5	-2.3	0
1947	3	7.7	1.3	14	132.9	4.5	0
1947	4	13.8	5.2	0	47	9.5	4.5
1947	5	19.2	9	0	47.9	14.1	9.1
1947	6	21.5	11.4	0	27.4	16.45	11.45
1947	7	22.6	13.6	0	43.2	18.1	13.1
1947	8	25.8	13.1	0	15	19.45	14.45
1947	9	20.7	11.1	0	29.3	15.9	10.9
1947	10	15.8	5.6	2	10.5	10.7	5.7
1947	11	10.9	4.6	8	32.2	7.75	2.75
1947	12	8.1	2.8	6	44.9	5.45	0.45
1948	1	9.1	3.2	4	127.3	6.15	1.15
1948	2	7.9	2.2	11	22.6	5.05	0.05
1948	3	14	3.5	4	18.5	8.75	3.75
1948	4	14.8	4.4	2	42.6	9.6	4.6
1948	5	17.5	6.5	0	126	12	7
1948	6	18.5	9.9	0	53.7	14.2	9.2
1948	7	21.1	12.1	0	21.7	16.6	11.6
1948	8	20.1	11.9	0	87.3	16	11
1948	9	19.1	10.7	0	63.1	14.9	9.9
1948	10	14.3	6.4	3	59.3	10.35	5.35
1948	11	10.5	4.2	7	38.3	7.35	2.35
1948	12	9.1	3.4	5	68.7	6.25	1.25
1949	1	8.6	3.1	5	23.4	5.85	0.85
1949	2	10.3	1.6	8	25.8	5.95	0.95
1949	3	9	1.7	9	43.2	5.35	0.35
1949	4	15.5	6.1	1	33.4	10.8	5.8
1949	5	16.7	6.6	0	61.4	11.65	6.65
1949	6	21.6	10.3	0	11.7	15.95	10.95
1949	7	24.7	12.8	0	23	18.75	13.75
1949	8	22.9	12.6	0	37.7	17.75	12.75
1949	9	22	12.5	0	58.3	17.25	12.25
1949	10	16.3	8.4	2	161.8	12.35	7.35
1949	11	9.9	3.4	5	64.2	6.65	1.65
1949	12	9.1	3.3	4	34.6	6.2	1.2
1950	1	6.9	1.5	12	14.2	4.2	0
1950	2	9.5	2.8	5	103.9	6.15	1.15
1950	3	12.2	3.6	3	22.3	7.9	2.9
1950	4	12.5	4.2	2	54.4	8.35	3.35
1950	5	16	7.1	0	55.5	11.55	6.55
1950	6	22.1	11.8	0	39.1	16.95	11.95
1950	7	20.8	12.5	0	135.5	16.65	11.65
1950	8	20.8	12.2	0	77.6	16.5	11.5
1950	9	17.3	10	0	73	13.65	8.65
1950	10	13.4	6.6	3	12.9	10	5
1950	11	8.7	4	3	112.3	6.35	1.35
1950	12	3.7	-0.7	20	33.3	1.5	0
1951	1	7.1	2	8	78	4.55	0
1951	2	6.9	1.4	4	87.5	4.15	0
1951	3	8	1.6	9	90.2	4.8	0
1951	4	12	2.9	1	64.8	7.45	2.45
1951	5	14.5	6.5	0	53.4	10.5	5.5
1951	6	19.7	9.4	0	35.9	14.55	9.55
1951	7	22.3	12.1	0	34.2	17.2	12.2
1951	8	19.9	11.7	0	93.7	15.8	10.8
1951	9	18.8	10.7	0	125.1	14.75	9.75
1951	10	13.8	5	4	22.9	9.4	4.4
1951	11	11.7	6.2	1	132.1	8.95	3.95
1951	12	9	3	5	39.8	6	1
1952	1	6	0.3	13	46.4	3.15	0
1952	2	6.9	0.3	13	13.3	3.6	0
1952	3	10.5	3.9	4	61.1	7.2	2.2
1952	4	15.2	5.4	2	41.2	10.3	5.3
1952	5	19.1	9.5	0	56.6	14.3	9.3
1952	6	20.5	10.5	0	34	15.5	10.5
1952	7	23	12.9	0	7.5	17.95	12.95
1952	8	21.1	12.6	0	108.5	16.85	11.85
1952	9	15.7	7.2	0	43	11.45	6.45
1952	10	12.9	5.6	4	95.5	9.25	4.25
1952	11	7	1.3	7	96.8	4.15	0
1952	12	6	-0.6	16	55.2	2.7	0
1953	1	5.4	0.8	13	21.8	3.1	0
1953	2	7.3	1.1	11	40.4	4.2	0
1953	3	10.8	0.3	17	17.2	5.55	0.55
1953	4	12.5	3.5	1	53	8	3
1953	5	17.9	8.2	0	42.8	13.05	8.05
1953	6	18.7	10.5	0	40.5	14.6	9.6
1953	7	20.4	11.7	0	82.1	16.05	11.05
1953	8	21.7	12.2	0	74.1	16.95	11.95
1953	9	18.6	10	0	47.3	14.3	9.3
1953	10	14	6.5	0	56	10.25	5.25
1953	11	11.3	5.9	0	39.7	8.6	3.6
1953	12	9.5	5	0	18	7.25	2.25
1954	1	5.6	0.3	16	33	2.95	0
1954	2	6.5	0.2	10	59.7	3.35	0
1954	3	10.1	2.9	4	64.4	6.5	1.5
1954	4	12.8	2.8	5	10.1	7.8	2.8
1954	5	15.9	7.2	0	53.3	11.55	6.55
1954	6	17.9	10.3	0	92.3	14.1	9.1
1954	7	18.6	11.3	0	55.8	14.95	9.95
1954	8	19.2	11.3	0	80.1	15.25	10.25
1954	9	17.6	9.4	0	66.3	13.5	8.5
1954	10	15.8	9.3	1	54.9	12.55	7.55
1954	11	10.9	3.8	5	112.2	7.35	2.35
1954	12	9.6	4.4	3	51.4	7	2
1955	1	5.4	0.3	13	62.7	2.85	0
1955	2	4.5	-1.1	18	36.3	1.7	0
1955	3	7.5	-0.4	19	36.5	3.55	0
1955	4	14.6	5.6	0	16.6	10.1	5.1
1955	5	14.6	6	0	113.5	10.3	5.3
1955	6	19.3	10.1	0	107.4	14.7	9.7
1955	7	23.7	12.6	0	7.4	18.15	13.15
1955	8	24.3	13.6	0	11.5	18.95	13.95
1955	9	19.4	10	0	38.3	14.7	9.7
1955	10	13.9	5.4	4	40.1	9.65	4.65
1955	11	10.4	3.7	6	35.4	7.05	2.05
1955	12	9.4	2.2	6	79.1	5.8	0.8
1956	1	6.7	1	13	99.5	3.85	0
1956	2	2.5	-3.5	21	11.4	-0.5	0
1956	3	10.8	2.2	8	17.3	6.5	1.5
1956	4	12.2	2.6	2	48.1	7.4	2.4
1956	5	18.2	7.1	0	8.5	12.65	7.65
1956	6	17.9	9.6	0	62.7	13.75	8.75
1956	7	20.9	12.5	0	62	16.7	11.7
1956	8	18.4	10.6	0	114.9	14.5	9.5
1956	9	18.4	11.1	0	60	14.75	9.75
1956	10	13.6	5.8	0	45.9	9.7	4.7
1956	11	9.1	2.9	4	19.7	6	1
1956	12	8.2	3.5	10	80.7	5.85	0.85
1957	1	8.6	3	4	41	5.8	0.8
1957	2	9.1	3.2	6	71.7	6.15	1.15
1957	3	13.6	5.9	1	43.1	9.75	4.75
1957	4	13.5	5.1	1	9.9	9.3	4.3
1957	5	15.4	6.2	0	42.4	10.8	5.8
1957	6	22.2	10.1	0	55.7	16.15	11.15
1957	7	21.5	13.4	0	85.4	17.45	12.45
1957	8	20.4	12.1	0	95.9	16.25	11.25
1957	9	16.9	9.7	0	101.5	13.3	8.3
1957	10	15.4	7.6	0	52.6	11.5	6.5
1957	11	8.8	3.7	3	50.5	6.25	1.25
1957	12	7.4	1.6	10	64.4	4.5	0
1958	1	6.6	1	11	90.2	3.8	0
1958	2	9	2.3	8	65.4	5.65	0.65
1958	3	7.8	0.9	14	34.6	4.35	0
1958	4	12.1	3.6	6	27.5	7.85	2.85
1958	5	16.4	7.9	0	54.4	12.15	7.15
1958	6	19.1	10.7	0	84.2	14.9	9.9
1958	7	20.8	12.3	0	63.6	16.55	11.55
1958	8	20.2	12.7	0	67.3	16.45	11.45
1958	9	19.3	11.8	0	80.3	15.55	10.55
1958	10	14.4	8.1	0	72.5	11.25	6.25
1958	11	9.3	4.2	1	76.7	6.75	1.75
1958	12	7.4	2.7	4	83.5	5.05	0.05
1959	1	4.9	-0.6	20	94.1	2.15	0
1959	2	7.1	1.3	12	2.2	4.2	0
1959	3	11.4	4.1	0	86.6	7.75	2.75
1959	4	14.2	6.3	0	52.2	10.25	5.25
1959	5	18.3	7.7	0	25.8	13	8
1959	6	21	10.9	0	25.2	15.95	10.95
1959	7	23.9	12.8	0	64.9	18.35	13.35
1959	8	23.3	13	0	44	18.15	13.15
1959	9	21.8	9.4	0	5.4	15.6	10.6
1959	10	17.3	7.8	0	49.1	12.55	7.55
1959	11	10.6	3.7	7	44.9	7.15	2.15
1959	12	9.2	3.4	2	124	6.3	1.3
1960	1	6.5	1.6	12	82.3	4.05	0
1960	2	7.5	1.9	6	50.6	4.7	0
1960	3	9.8	3.9	1	24.9	6.85	1.85
1960	4	14	4.8	3	16.9	9.4	4.4
1960	5	17.8	8.8	0	61.4	13.3	8.3
1960	6	21.8	11.9	0	111	16.85	11.85
1960	7	19.6	11.9	0	110.1	15.75	10.75
1960	8	20	11.4	0	50.5	15.7	10.7
1960	9	17.8	9.8	0	104.8	13.8	8.8
1960	10	13.8	7.9	0	138.6	10.85	5.85
1960	11	10.8	4.7	1	106.1	7.75	2.75
1960	12	6.6	2.2	2	107.5	4.4	0
1961	1	6.6	1.8	5	86.1	4.2	0
1961	2	10.3	4.9	0	53.4	7.6	2.6
1961	3	13.6	3.7	3	4.5	8.65	3.65
1961	4	14.4	7	0	75.9	10.7	5.7
1961	5	16.3	7.2	0	28	11.75	6.75
1961	6	20.9	10.2	0	33.9	15.55	10.55
1961	7	21.1	11.9	0	54.3	16.5	11.5
1961	8	21.1	12	0	59.1	16.55	11.55
1961	9	20.4	11.5	0	56.9	15.95	10.95
1961	10	15	7.5	1	67.7	11.25	6.25
1961	11	9.2	3.1	6	36.9	6.15	1.15
1961	12	5.3	-0.3	18	97.8	2.5	0
1962	1	7.5	1.6	6	94.7	4.55	0
1962	2	7.5	1.6	7	10.3	4.55	0
1962	3	7.3	-0.7	17	32.4	3.3	0
1962	4	12	4.5	0	50.7	8.25	3.25
1962	5	14.8	7	0	38.6	10.9	5.9
1962	6	19.8	9.3	0	5.5	14.55	9.55
1962	7	20.2	11.8	0	54.6	16	11
1962	8	19.4	11.6	0	96.1	15.5	10.5
1962	9	17	9.5	0	115	13.25	8.25
1962	10	14.8	6.8	1	29.6	10.8	5.8
1962	11	8.3	2.8	7	55.1	5.55	0.55
1962	12	4.2	-1.6	17	50.4	1.3	0
1963	1	-0.2	-5.8	28	27.9	-3	0
1963	2	1.7	-3.1	25	10.4	-0.7	0
1963	3	9.8	3.1	5	75.9	6.45	1.45
1963	4	13.2	5.7	0	50.4	9.45	4.45
1963	5	15.6	6.9	0	43.6	11.25	6.25
1963	6	19.9	11	0	65.9	15.45	10.45
1963	7	20.4	11.4	0	48	15.9	10.9
1963	8	18.7	11.2	0	81.4	14.95	9.95
1963	9	17.6	9.7	0	58	13.65	8.65
1963	10	14.8	8.4	0	44.4	11.6	6.6
1963	11	11.4	6.3	0	115.4	8.85	3.85
1963	12	4.9	0	16	18.6	2.45	0
1964	1	5.6	1.1	9	13	3.35	0
1964	2	7.4	2.5	7	22.2	4.95	0
1964	3	7.2	2.1	7	92.6	4.65	0
1964	4	12.7	5.6	1	59.5	9.15	4.15
1964	5	18.6	9.3	0	44.4	13.95	8.95
1964	6	18.6	10.7	0	49.3	14.65	9.65
1964	7	22	12.7	0	21.2	17.35	12.35
1964	8	21.7	11.8	0	14.6	16.75	11.75
1964	9	20.6	9.6	0	15.5	15.1	10.1
1964	10	13.3	4.9	2	17.5	9.1	4.1
1964	11	10.5	5	1	25	7.75	2.75
1964	12	6.8	0.7	13	43.7	3.75	0
1965	1	6.4	1.2	14	56	3.8	0
1965	2	5.6	0.5	13	5.8	3.05	0
1965	3	10.1	1.8	10	44.2	5.95	0.95
1965	4	13.1	4.5	2	49.4	8.8	3.8
1965	5	16.3	8.4	0	63.8	12.35	7.35
1965	6	19.1	10.8	0	53.4	14.95	9.95
1965	7	18.5	11	0	90	14.75	9.75
1965	8	20.1	11	0	61.7	15.55	10.55
1965	9	16.9	9.1	0	75.4	13	8
1965	10	15.2	7	0	12	11.1	6.1
1965	11	8	1.9	11	51.2	4.95	0
1965	12	8.1	2.4	5	95.5	5.25	0.25
1966	1	5	0.8	15	30.8	2.9	0
1966	2	9	4.6	1	74.9	6.8	1.8
1966	3	10.7	3.2	3	9.9	6.95	1.95
1966	4	11.1	5	3	81.7	8.05	3.05
1966	5	16.3	7.2	0	54	11.75	6.75
1966	6	20.8	11.3	0	56.6	16.05	11.05
1966	7	19.8	11.7	0	80.9	15.75	10.75
1966	8	19.9	11.1	0	78.8	15.5	10.5
1966	9	18.5	10.3	0	52.5	14.4	9.4
1966	10	14.2	7.9	0	122.7	11.05	6.05
1966	11	8.3	2.9	4	28	5.6	0.6
1966	12	9.1	3	2	80.4	6.05	1.05
1967	1	7.2	2.6	8	35.5	4.9	0
1967	2	8.9	2.9	5	64.3	5.9	0.9
1967	3	11.1	4.2	1	30.7	7.65	2.65
1967	4	12	4.7	1	40.4	8.35	3.35
1967	5	15.6	7.5	0	85.6	11.55	6.55
1967	6	19.5	9.9	0	49.3	14.7	9.7
1967	7	22.7	13.1	0	76.6	17.9	12.9
1967	8	20.7	12.3	0	44	16.5	11.5
1967	9	17.7	10.9	0	59.4	14.3	9.3
1967	10	14.2	8.8	0	121.7	11.5	6.5
1967	11	8.9	3	5	29.2	5.95	0.95
1967	12	7.1	2	12	63.3	4.55	0
1968	1	7.3	2	8	57.9	4.65	0
1968	2	4.7	-0.1	16	26.8	2.3	0
1968	3	10.8	3.6	5	19.5	7.2	2.2
1968	4	13	4.4	6	46.1	8.7	3.7
1968	5	14.5	6.7	0	66.2	10.6	5.6
1968	6	19.9	11.4	0	69.2	15.65	10.65
1968	7	19.7	12	0	141.6	15.85	10.85
1968	8	19.4	12.3	0	91.7	15.85	10.85
1968	9	18	11.1	0	108.3	14.55	9.55
1968	10	15.8	10.6	0	67.7	13.2	8.2
1968	11	8.9	4.6	3	54.5	6.75	1.75
1968	12	5.1	1.1	11	63.6	3.1	0
1969	1	8.6	3.6	6	74.9	6.1	1.1
1969	2	4.2	-0.9	16	39.9	1.65	0
1969	3	7.3	1.1	8	48.3	4.2	0
1969	4	13.1	3.7	5	37	8.4	3.4
1969	5	16.4	8.3	0	88.8	12.35	7.35
1969	6	19.9	9.5	0	20.7	14.7	9.7
1969	7	23.2	13.1	0	49	18.15	13.15
1969	8	21.3	13.2	0	87.9	17.25	12.25
1969	9	17.7	10.8	0	32.8	14.25	9.25
1969	10	16.7	9.9	0	5	13.3	8.3
1969	11	9	3.2	5	52	6.1	1.1
1969	12	6	1.2	9	72.9	3.6	0
1970	1	6.6	1.9	10	66.6	4.25	0
1970	2	6.6	0.6	11	49.2	3.6	0
1970	3	7.6	0.6	12	45.8	4.1	0
1970	4	11.3	3.8	3	75.9	7.55	2.55
1970	5	18.8	8.7	0	22.9	13.75	8.75
1970	6	22.4	11.6	0	43	17	12
1970	7	20.4	11.9	0	42.3	16.15	11.15
1970	8	21	12.2	0	51.9	16.6	11.6
1970	9	19.4	11.2	0	40.3	15.3	10.3
1970	10	15	7.4	0	19.5	11.2	6.2
1970	11	11.4	5.6	1	150.3	8.5	3.5
1970	12	6.7	1.8	13	33.9	4.25	0
1971	1	7.2	2.5	7	105.3	4.85	0
1971	2	7.9	1.5	8	22.1	4.7	0
1971	3	8.7	2.2	8	42.9	5.45	0.45
1971	4	12	4.3	1	44.8	8.15	3.15
1971	5	17.3	7.4	0	46.3	12.35	7.35
1971	6	16.7	9.4	0	135.8	13.05	8.05
1971	7	23.2	13.1	0	37.3	18.15	13.15
1971	8	20.3	12.7	0	133.2	16.5	11.5
1971	9	19.5	9.8	0	13.4	14.65	9.65
1971	10	15.8	7.4	0	74.2	11.6	6.6
1971	11	9.8	3	7	61.3	6.4	1.4
1971	12	8.7	4.6	3	24	6.65	1.65
1972	1	6.4	2	6	60.5	4.2	0
1972	2	7	2.5	1	50.8	4.75	0
1972	3	11.8	2.8	4	63.2	7.3	2.3
1972	4	12.2	5.4	0	45.8	8.8	3.8
1972	5	15.1	7.4	0	49.8	11.25	6.25
1972	6	16.6	8.8	0	55.8	12.7	7.7
1972	7	21	11.8	0	23.3	16.4	11.4
1972	8	20.7	11.6	0	29.8	16.15	11.15
1972	9	16.5	8.3	0	31	12.4	7.4
1972	10	14.8	7.4	0	25.9	11.1	6.1
1972	11	9.5	3.8	7	65.8	6.65	1.65
1972	12	8.7	3.5	2	74	6.1	1.1
1973	1	6.8	2.1	10	24.4	4.45	0
1973	2	7.7	1.3	11	15	4.5	0
1973	3	11	2.1	4	10.8	6.55	1.55
1973	4	12.1	4.2	2	42.4	8.15	3.15
1973	5	16.2	8.1	0	71.2	12.15	7.15
1973	6	20.9	10.9	0	109.3	15.9	10.9
1973	7	20.8	12.2	0	60	16.5	11.5
1973	8	22.5	12.8	0	28.8	17.65	12.65
1973	9	19.7	11	0	32.7	15.35	10.35
1973	10	12.8	5.5	1	40.8	9.15	4.15
1973	11	9.8	3.2	10	28.3	6.5	1.5
1973	12	8.3	2.3	8	30.9	5.3	0.3
1974	1	9.3	3.6	3	65	6.45	1.45
1974	2	8.7	3.1	4	77.7	5.9	0.9
1974	3	9.3	2.4	6	36.7	5.85	0.85
1974	4	13	3.8	0	4.2	8.4	3.4
1974	5	16.1	6.8	0	31.6	11.45	6.45
1974	6	19.1	10.1	0	78.7	14.6	9.6
1974	7	20.1	12.2	0	41.7	16.15	11.15
1974	8	20.6	11.3	0	97.2	15.95	10.95
1974	9	16.5	9.1	0	156.1	12.8	7.8
1974	10	11	4.9	1	66.4	7.95	2.95
1974	11	10.1	5	0	95.1	7.55	2.55
1974	12	10.6	5.9	0	33.4	8.25	3.25
1975	1	9.8	4.6	1	69.4	7.2	2.2
1975	2	7.9	1.8	4	29.7	4.85	0
1975	3	7.8	2.5	6	95.2	5.15	0.15
1975	4	12.8	5.3	4	46.9	9.05	4.05
1975	5	14.3	6.4	0	49	10.35	5.35
1975	6	21.5	9.4	0	18	15.45	10.45
1975	7	23.8	13.4	0	34.1	18.6	13.6
1975	8	25.1	14.1	0	30.2	19.6	14.6
1975	9	18.7	9.9	0	95.3	14.3	9.3
1975	10	14.2	6.5	1	11	10.35	5.35
1975	11	9.8	2.5	7	37.9	6.15	1.15
1975	12	7.5	1.7	10	21.7	4.6	0
1976	1	8.5	3.4	8	18.9	5.95	0.95
1976	2	7.5	2.3	8	18.8	4.9	0
1976	3	9	1.7	11	16	5.35	0.35
1976	4	12.9	4.1	4	8.1	8.5	3.5
1976	5	17.8	8.3	0	44.2	13.05	8.05
1976	6	24.4	12.6	0	17.1	18.5	13.5
1976	7	25.9	13.2	0	14.3	19.55	14.55
1976	8	24.4	11.4	0	23.9	17.9	12.9
1976	9	18.1	10.5	0	90.7	14.3	9.3
1976	10	14.1	8.3	0	99.5	11.2	6.2
1976	11	9.2	3.4	5	55.9	6.3	1.3
1976	12	4.6	-0.4	13	101.8	2.1	0
1977	1	5.4	0.7	11	75.9	3.05	0
1977	2	8.9	3.3	4	114.4	6.1	1.1
1977	3	10.5	4.3	4	59.8	7.4	2.4
1977	4	11.6	3.8	4	40.7	7.7	2.7
1977	5	15.7	6.1	0	43.1	10.9	5.9
1977	6	16.7	8.5	0	86.9	12.6	7.6
1977	7	21	12	0	5.8	16.5	11.5
1977	8	19.7	12.2	0	129	15.95	10.95
1977	9	17.5	10.4	0	7.8	13.95	8.95
1977	10	15.4	8.3	0	32.8	11.85	6.85
1977	11	9.6	3.8	7	46.6	6.7	1.7
1977	12	8.9	3.9	2	67.8	6.4	1.4
1978	1	6.2	0.7	11	68.2	3.45	0
1978	2	5.5	0.4	15	45.6	2.95	0
1978	3	10.8	3.3	3	52.3	7.05	2.05
1978	4	10.2	3.3	5	45.2	6.75	1.75
1978	5	17	7.1	0	48.5	12.05	7.05
1978	6	19.1	9.6	0	39.9	14.35	9.35
1978	7	20	11.5	0	82.4	15.75	10.75
1978	8	20.2	11.4	0	32.6	15.8	10.8
1978	9	19.1	10.6	0	24.4	14.85	9.85
1978	10	16.2	8.1	0	5.4	12.15	7.15
1978	11	11.6	5.5	5	22.8	8.55	3.55
1978	12	7.1	2.2	12	109.5	4.65	0
1979	1	3.2	-3.1	23	56.8	0.05	0
1979	2	3.8	-0.9	18	56.2	1.45	0
1979	3	8.4	2.1	2	110.3	5.25	0.25
1979	4	12.3	4.8	3	38.9	8.55	3.55
1979	5	15.2	6.8	2	124.8	11	6
1979	6	19	10.7	0	43.6	14.85	9.85
1979	7	22.5	13	0	16.6	17.75	12.75
1979	8	20.3	11.7	0	60.8	16	11
1979	9	18.6	9.6	0	17	14.1	9.1
1979	10	15.5	8	0	59.8	11.75	6.75
1979	11	10.5	3.9	4	39.4	7.2	2.2
1979	12	8.9	3.8	3	127.7	6.35	1.35
1980	1	5.3	-0.3	15	36.7	2.5	0
1980	2	9.5	3.2	5	39.8	6.35	1.35
1980	3	8.5	2.3	7	69.8	5.4	0.4
1980	4	13.7	4.9	0	14.1	9.3	4.3
1980	5	16.6	6.3	1	35.5	11.45	6.45
1980	6	19	10.7	0	89.4	14.85	9.85
1980	7	19.7	11.2	0	59.5	15.45	10.45
1980	8	21.2	12.8	0	63.6	17	12
1980	9	19.2	12.2	0	65.6	15.7	10.7
1980	10	13	6	0	84.9	9.5	4.5
1980	11	9.1	4.4	3	42.5	6.75	1.75
1980	12	8.5	2.9	7	32.9	5.7	0.7
1981	1	7.3	2.4	8	39.2	4.85	0
1981	2	6.2	0.2	15	20.9	3.2	0
1981	3	11.1	6.4	0	129.7	8.75	3.75
1981	4	12	4.4	2	43.9	8.2	3.2
1981	5	15.7	8.2	0	87.7	11.95	6.95
1981	6	18.1	10.4	0	26.1	14.25	9.25
1981	7	21.3	12.3	0	34	16.8	11.8
1981	8	22.2	12.7	0	38.8	17.45	12.45
1981	9	19.8	11	0	92.5	15.4	10.4
1981	10	12.3	5.7	1	64.7	9	4
1981	11	10.8	4.9	2	31.4	7.85	2.85
1981	12	3.6	-2	18	74	0.8	0
1982	1	5.5	-0.1	13	57.2	2.7	0
1982	2	7.9	2.7	5	32	5.3	0.3
1982	3	10.3	2.9	2	96.2	6.6	1.6
1982	4	13.8	4.9	0	27.4	9.35	4.35
1982	5	17.5	7.2	1	35.9	12.35	7.35
1982	6	21.3	12.7	0	69.4	17	12
1982	7	22	12.8	0	23.5	17.4	12.4
1982	8	21.2	12.9	0	37.9	17.05	12.05
1982	9	20.1	10.6	0	51.9	15.35	10.35
1982	10	13.6	7.8	0	83.4	10.7	5.7
1982	11	10.8	6.1	4	77.3	8.45	3.45
1982	12	7.7	1.9	9	62.4	4.8	0
1983	1	9.8	4.7	2	45.7	7.25	2.25
1983	2	4.8	-0.7	17	23.8	2.05	0
1983	3	10.3	3.3	4	42.5	6.8	1.8
1983	4	11.8	3.7	2	89.5	7.75	2.75
1983	5	14.8	7.8	0	106.3	11.3	6.3
1983	6	19.6	11	0	19.4	15.3	10.3
1983	7	26.8	15.4	0	21.7	21.1	16.1
1983	8	23.5	13.3	0	24	18.4	13.4
1983	9	18	11.1	0	59.4	14.55	9.55
1983	10	14.3	7.7	1	53	11	6
1983	11	10.4	5.2	6	42.6	7.8	2.8
1983	12	8.7	3.2	8	49.8	5.95	0.95
1984	1	7.5	1.5	7	81.5	4.5	0
1984	2	6.4	1	7	35.4	3.7	0
1984	3	8.2	2.4	1	50.3	5.3	0.3
1984	4	13.9	3.4	5	1.6	8.65	3.65
1984	5	14.5	6	0	72	10.25	5.25
1984	6	20.8	10.8	0	30	15.8	10.8
1984	7	23.9	12.2	0	13.6	18.05	13.05
1984	8	23.6	13.6	0	32.7	18.6	13.6
1984	9	17.9	11.2	0	91.1	14.55	9.55
1984	10	15	8.6	1	54.4	11.8	6.8
1984	11	11.3	6	0	101.6	8.65	3.65
1984	12	8.3	2.7	8	44.5	5.5	0.5
1985	1	3.9	-1.9	22	44.4	1	0
1985	2	5.5	-0.8	15	34.7	2.35	0
1985	3	8.9	1.4	10	36.7	5.15	0.15
1985	4	13.1	5.1	3	32.7	9.1	4.1
1985	5	15.7	7.3	0	80.5	11.5	6.5
1985	6	17.5	9	0	122.5	13.25	8.25
1985	7	21.6	12.7	0	45.8	17.15	12.15
1985	8	19	12.1	0	67	15.55	10.55
1985	9	19.4	11.2	0	19.4	15.3	10.3
1985	10	14.5	7.9	0	29.1	11.2	6.2
1985	11	7.4	1.7	10	41.1	4.55	0
1985	12	9.4	5.1	5	108.1	7.25	2.25
1986	1	6.7	1.1	9	67.3	3.9	0
1986	2	1	-4.1	24	7.3	-1.55	0
1986	3	9.2	2.1	4	58	5.65	0.65
1986	4	10.2	3.1	2	70.4	6.65	1.65
1986	5	15.7	8	0	70.7	11.85	6.85
1986	6	20.6	10.5	0	22.3	15.55	10.55
1986	7	21.5	12.8	0	37.1	17.15	12.15
1986	8	18.4	11	0	114.3	14.7	9.7
1986	9	16.6	7.5	0	39	12.05	7.05
1986	10	15.3	7.8	0	75.1	11.55	6.55
1986	11	11.4	5.4	0	78.4	8.4	3.4
1986	12	9.2	3.8	1	64.2	6.5	1.5
1987	1	3	-1.4	20	9.9	0.8	0
1987	2	7.1	1	13	34	4.05	0
1987	3	8.2	1.5	13	53.9	4.85	0
1987	4	15.2	6.6	0	51.4	10.9	5.9
1987	5	15.2	6.5	0	48.7	10.85	5.85
1987	6	17.8	10.4	0	86	14.1	9.1
1987	7	21.2	12.7	0	29.3	16.95	11.95
1987	8	21	12.5	0	34	16.75	11.75
1987	9	18.6	10.9	0	25.4	14.75	9.75
