"X.Y..m..d","AA","AXP","T","BA","CAT","C","KO","DD","EK","XOM","GE","GM","HWP","HD","HON","INTC","IBM","IP","JPM","JNJ","MCD","MRK","MSFT","MMM","MO","PG","SBC","UTX","WMT","DIS"
"1995-09-27","11.89","13.44","32.49","32.87","23.98"," 8.26","32.97","28.72","49.46","17.16","10.40","30.45","20.39"," 8.72","20.10"," 7.38"," 23.45","35.53","17.07","17.19","20.18","25.54"," 11.08"," 47.33","20.80"," 37.97","23.42","19.70","11.87","18.59"
"1995-09-28","12.03","13.63","32.68","33.29","24.57"," 8.50","32.32","29.10","50.63","17.27","10.36","30.53","21.09"," 8.80","20.28"," 7.69"," 23.33","36.40","17.35","16.94","19.25","25.31"," 11.44"," 48.20","21.14"," 37.67","23.42","19.75","12.11","18.47"
"1995-09-29","12.06","13.79","32.43","33.11","24.31"," 8.58","32.44","29.53","50.42","17.22","10.45","30.53","20.54"," 8.77","20.16"," 7.48"," 23.48","36.51","17.32","17.08","19.00","25.14"," 11.31"," 48.85","21.11"," 37.67","23.52","20.18","11.93","18.39"
"1995-10-02","11.94","13.67","31.87","32.56","23.61"," 8.50","32.38","28.88","51.59","17.10","10.40","30.37","20.33"," 8.72","19.93"," 7.35"," 23.23","35.75","17.25","16.94","18.88","25.54"," 11.03"," 49.39","21.05"," 37.79","23.26","19.81","11.93","18.27"
"1995-10-03","11.52","13.63","31.50","31.83","23.66"," 8.46","33.32","28.29","51.27","17.24","10.34","29.55","20.45"," 8.72","19.70"," 7.44"," 23.57","34.88","17.39","17.22","19.19","26.04"," 11.11"," 49.50","20.99"," 38.28","23.36","19.58","11.69","18.23"
"1995-10-04","11.29","13.63","31.75","31.41","23.40"," 8.34","33.67","27.97","50.00","17.51","10.43","28.90","19.92"," 8.58","19.53"," 7.30"," 23.30","33.79","18.00","17.40","19.37","26.60"," 10.77"," 49.28","21.37"," 38.64","23.47","19.16","11.51","18.43"
"1995-10-05","11.77","13.71","31.94","31.35","23.56"," 8.32","33.20","28.83","49.57","17.45","10.32","29.23","20.36"," 8.64","20.16"," 7.57"," 23.48","34.34","17.93","17.40","19.19","26.72"," 10.94"," 49.83","21.40"," 38.64","23.43","19.44","11.51","18.35"
"1995-10-06","12.11","13.63","31.57","31.71","23.13"," 8.54","33.26","28.61","49.25","17.54","10.30","29.71","19.92"," 8.44","20.39"," 7.71"," 23.39","33.90","18.07","17.80","19.25","26.77"," 10.73"," 49.28","21.62"," 39.19","23.38","19.41","11.45","18.35"
"1995-10-09","12.03","13.36","31.50","31.05","22.49"," 8.40","33.67","28.24","48.61","17.51","10.30","28.74","19.28"," 8.53","19.93"," 7.48"," 22.86","32.71","18.03","17.66","19.37","26.27"," 10.39"," 49.28","21.46"," 39.68","23.92","19.36","11.63","17.99"
"1995-10-10","12.11","13.32","31.07","31.41","22.49"," 8.24","33.55","28.29","49.78","17.57","10.26","29.23","19.31"," 8.69","20.39"," 7.66"," 22.55","33.47","18.18","17.54","19.25","26.83"," 10.47"," 48.85","21.43"," 39.38","23.97","19.36","11.51","17.91"
"1995-10-11","12.00","13.63","30.64","32.02","22.28"," 8.34","33.44","28.29","48.40","17.45","10.18","29.47","19.65"," 8.69","20.50"," 7.82"," 22.98","33.03","18.25","17.54","19.37","26.94"," 10.83"," 48.53","21.52"," 39.13","23.86","19.73","11.09","17.90"
"1995-10-12","11.69","13.90","31.50","32.32","22.81"," 8.67","33.26","28.40","48.51","17.39","10.30","30.53","20.42"," 8.64","20.22"," 7.93"," 23.11","33.03","18.39","17.63","19.87","26.88"," 10.95"," 49.61","21.43"," 39.44","23.32","19.73","11.03","17.78"
"1995-10-13","11.77","13.98","30.76","32.74","23.72"," 8.77","33.32","28.40","48.72","17.81","10.32","30.12","20.57"," 8.55","20.33"," 7.80"," 22.98","33.03","18.39","17.89","19.75","26.88"," 10.78"," 49.18","21.56"," 39.26","23.49","19.95","11.15","18.46"
"1995-10-16","12.06","13.90","30.39","32.81","23.72"," 8.58","33.67","28.45","48.61","17.75","10.30","30.28","21.28"," 8.53","20.22"," 7.85"," 23.36","33.25","18.11","17.89","19.75","26.72"," 10.84"," 49.18","21.56"," 38.83","23.05","19.78","10.85","18.26"
"1995-10-17","11.80","13.82","31.07","32.32","23.13"," 8.67","33.32","28.83","50.74","17.81","10.49","30.28","22.23"," 8.47","20.16"," 8.14"," 24.07","32.71","18.00","17.86","19.62","26.49"," 11.39"," 48.74","21.52"," 39.13","23.49","19.84","10.97","18.06"
"1995-10-18","11.57","13.71","30.89","31.83","22.01"," 8.58","33.73","28.56","52.02","17.81","10.53","29.55","22.67"," 8.36","20.22"," 8.42"," 23.95","32.92","17.57","18.00","19.37","26.77"," 11.95"," 48.42","21.33"," 39.07","23.32","20.13","10.97","18.10"
"1995-10-19","11.66","13.43","30.83","31.77","22.59"," 8.44","34.55","28.88","51.91","17.90","10.69","29.31","22.85"," 8.25","20.22"," 8.46"," 24.41","32.92","17.39","18.20","20.12","26.94"," 12.09"," 48.42","21.56"," 39.75","24.08","20.13","11.03","18.26"
"1995-10-20","11.66","12.96","30.21","32.14","22.86"," 8.16","34.02","28.67","51.91","18.05","10.59","29.31","21.86"," 8.39","20.16"," 8.35"," 23.70","32.60","16.89","18.38","20.61","26.94"," 11.94"," 48.96","21.65"," 39.62","23.81","20.04","11.09","18.38"
"1995-10-23","11.03","13.28","30.21","32.26","22.75"," 8.00","33.85","28.13","52.66","17.87","10.40","28.98","22.54"," 8.50","19.59"," 8.39"," 24.60","31.73","17.03","18.61","20.24","26.72"," 12.05"," 48.74","21.40"," 39.56","23.86","19.50","10.91","18.30"
"1995-10-24","11.49","13.00","30.15","32.44","23.40"," 8.00","34.08","27.92","54.36","18.05","10.32","29.06","22.48"," 8.31","19.36"," 8.44"," 24.35","32.27","16.35","19.07","20.37","27.11"," 12.19"," 48.96","21.49"," 40.97","24.35","19.30","10.85","18.54"
"1995-10-25","11.32","12.65","29.96","32.62","22.75"," 8.06","33.73","26.25","53.40","18.23","10.32","28.74","22.11"," 8.09","19.48"," 8.27"," 23.89","31.62","16.17","18.89","20.86","27.05"," 11.98"," 48.74","21.40"," 40.42","24.29","20.18","10.85","18.58"
"1995-10-26","11.06","12.26","30.21","32.14","23.07"," 8.00","33.38","26.41","52.76","17.87","10.24","28.49","22.57"," 8.14","19.08"," 8.26"," 23.82","31.29","16.13","18.52","20.43","26.94"," 12.25"," 48.63","21.18"," 40.05","23.70","20.18","10.55","18.42"
"1995-10-27","11.23","12.85","30.64","32.87","23.50"," 8.08","33.67","26.84","53.40","17.78","10.20","28.66","22.76"," 8.11","19.99"," 8.44"," 23.98","32.27","16.74","18.61","20.74","26.15"," 12.50"," 48.09","21.33"," 39.87","23.65","20.15","10.67","18.30"
"1995-10-30","11.77","12.61","30.95","32.56","23.66"," 8.10","33.85","27.00","52.87","18.11","10.34","28.74","23.65"," 8.36","19.88"," 8.67"," 24.41","32.16","16.60","18.81","20.37","25.99"," 12.84"," 48.85","21.08"," 39.75","23.65","20.18","10.55","18.50"
"1995-10-31","11.63","12.69","31.57","31.77","24.42"," 8.16","33.79","26.79","53.29","18.20","10.36","28.49","22.82"," 8.20","19.42"," 8.69"," 24.16","32.16","16.31","18.78","20.37","25.82"," 12.50"," 49.28","21.30"," 39.62","24.08","20.27","10.43","18.50"
"1995-11-01","11.71","12.81","31.38","32.99","24.31"," 8.38","33.73","26.52","53.83","18.29","10.20","28.25","22.91"," 8.36","19.13"," 8.80"," 24.07","31.84","16.74","18.84","20.43","25.59"," 12.30"," 49.28","21.46"," 40.30","24.24","20.15","10.73","18.54"
"1995-11-02","11.80","13.00","31.32","33.65","24.63"," 8.50","33.67","26.68","53.83","17.93","10.40","28.82","23.25"," 8.88","19.99"," 9.06"," 24.75","32.05","17.32","18.72","20.61","25.37"," 12.50"," 49.61","21.62"," 40.78","24.51","20.38","11.33","18.50"
"1995-11-03","11.91","13.00","31.44","33.65","24.10"," 8.64","33.44","26.79","55.00","18.14","10.28","28.57","23.13"," 8.91","19.93"," 9.01"," 25.22","32.27","17.03","18.49","20.24","25.54"," 12.44"," 51.56","22.16"," 40.72","24.24","20.44","11.27","18.70"
"1995-11-06","11.91","12.89","31.44","33.84","24.58"," 8.83","33.08","26.74","55.31","17.96","10.30","29.23","22.48"," 8.97","19.42"," 8.80"," 24.97","31.40","16.74","18.46","20.49","25.31"," 12.17"," 51.23","22.06"," 40.11","24.08","20.27","11.21","18.62"
"1995-11-07","11.88","12.61","31.26","33.84","24.58"," 8.60","33.50","26.57","55.21","17.78","10.40","29.71","21.65"," 8.94","19.36"," 8.25"," 24.54","30.97","16.53","18.84","20.49","25.93"," 11.62"," 50.37","21.84"," 39.62","24.13","20.07","11.39","18.62"
"1995-11-08","12.00","13.00","31.32","33.90","23.88"," 8.97","34.20","26.84","55.10","18.26","10.63","29.23","21.77"," 9.10","20.33"," 8.20"," 24.29","30.86","17.03","18.92","20.86","26.27"," 11.91"," 51.23","22.31"," 40.36","24.08","20.44","11.39","19.19"
"1995-11-09","12.05","13.55","31.07","33.96","24.47"," 9.23","33.73","26.79","55.21","18.08","10.65","29.80","23.00"," 9.10","20.22"," 8.58"," 24.44","30.32","17.07","18.75","20.86","26.21"," 12.38"," 51.99","22.35"," 40.78","23.86","20.78","11.60","18.99"
"1995-11-10","12.40","13.47","31.07","34.56","24.36"," 8.95","34.20","26.57","56.48","17.99","10.75","29.71","23.40"," 9.16","20.39"," 8.49"," 24.20","30.64","17.07","18.45","21.05","26.15"," 12.11"," 51.77","22.00"," 40.60","23.59","20.61","11.51","19.07"
"1995-11-13","12.40","13.39","31.20","34.81","24.26"," 8.73","34.73","26.37","56.48","18.20","10.75","29.31","23.00"," 9.19","20.73"," 8.35"," 24.20","30.75","16.82","18.91","21.42","26.27"," 12.04"," 51.13","22.16"," 41.27","23.54","20.24","11.51","18.66"
"1995-11-14","12.17","13.12","31.20","34.68","24.10"," 8.48","34.79","27.61","58.08","18.29","10.73","29.67","21.96"," 9.54","20.56"," 8.10"," 23.70","30.53","16.28","19.23","21.05","26.60"," 11.75"," 53.40","22.22"," 40.78","23.32","20.10","11.27","18.22"
"1995-11-15","12.00","13.35","31.81","35.90","24.10"," 8.58","34.91","28.05","58.72","18.53","10.81","30.57","22.79"," 9.63","20.48"," 8.05"," 23.73","30.32","16.24","19.87","21.55","26.94"," 11.75"," 53.07","22.66"," 42.50","23.27","20.34","11.45","18.58"
"1995-11-16","12.03","13.47","31.94","36.81","23.77"," 8.79","35.14","27.45","58.61","18.56","11.08","30.24","22.97"," 9.57","20.71"," 7.82"," 23.76","30.75","16.53","19.49","21.86","26.88"," 11.23"," 55.24","22.95"," 42.99","23.27","20.83","11.45","18.54"
"1995-11-17","12.03","13.82","32.24","35.78","23.88"," 8.89","35.26","27.94","58.61","18.91","10.98","30.73","21.80"," 9.79","20.71"," 7.80"," 23.64","30.97","16.82","19.52","21.98","26.77"," 10.92"," 55.67","22.82"," 43.54","23.27","20.68","11.33","19.03"
"1995-11-20","12.00","13.39","32.18","35.53","23.93"," 8.73","35.38","28.15","59.78","18.91","10.90","31.23","20.69"," 9.71","20.59"," 7.72"," 23.11","31.51","16.85","19.35","21.79","26.66"," 10.75"," 56.11","22.88"," 42.92","23.11","20.45","11.69","19.35"
"1995-11-21","12.63","13.51","31.75","35.59","25.55"," 8.60","36.08","28.21","59.46","19.00","11.04","32.13","20.69"," 9.74","20.31"," 7.83"," 23.48","31.07","17.25","19.75","22.35","26.66"," 11.00"," 56.30","22.79"," 42.31","23.27","20.86","11.81","19.55"
"1995-11-22","13.23","13.39","31.94","35.96","25.71"," 8.60","35.26","29.13","59.04","18.76","10.86","32.78","20.69"," 9.60","20.65"," 7.69"," 23.67","32.17","17.32","19.61","21.79","26.49"," 10.92"," 56.08","22.66"," 41.70","23.11","21.14","11.81","19.91"
"1995-11-24","13.29","13.55","32.06","35.66","25.71"," 8.81","35.38","29.02","59.46","18.73","10.81","32.54","20.91"," 9.65","20.94"," 7.83"," 23.82","32.17","17.25","19.55","21.67","26.38"," 11.00"," 56.08","22.50"," 42.31","23.16","21.34","11.93","20.07"
"1995-11-27","13.31","13.51","32.37","35.53","26.41"," 8.67","35.08","29.45","59.46","18.85","10.71","32.13","21.25"," 9.85","21.11"," 7.46"," 23.82","33.04","16.99","19.52","21.92","26.32"," 10.91"," 56.19","22.60"," 42.92","23.22","21.32","11.93","20.19"
"1995-11-28","13.17","13.20","33.05","34.93","26.73"," 8.91","35.43","29.34","58.93","18.85","10.98","31.72","21.22"," 9.82","21.74"," 7.93"," 24.10","32.61","16.99","19.72","21.98","26.72"," 11.44"," 56.19","22.79"," 41.70","23.32","21.29","11.81","19.75"
"1995-11-29","13.37","13.47","32.98","35.59","26.68"," 9.51","35.60","29.13","59.38","18.76","11.08","32.21","20.79"," 9.76","21.51"," 7.83"," 24.13","33.26","17.14","19.90","21.92","27.33"," 11.22"," 57.50","22.50"," 42.07","23.38","21.43","11.90","19.79"
"1995-11-30","13.40","13.28","32.49","35.35","26.41"," 9.61","35.72","28.80","58.42","18.44","11.00","31.80","20.45"," 9.76","21.74"," 7.57"," 24.01","33.48","17.21","20.04","22.17","27.78"," 10.89"," 57.06","22.19"," 42.31","23.32","21.55","11.59","19.31"
"1995-12-01","13.14","13.24","32.92","35.66","26.25"," 9.59","35.73","29.29","57.78","18.53","11.24","32.37","20.17"," 9.65","21.91"," 7.58"," 23.54","32.82","17.14","19.87","22.29","27.67"," 10.78"," 56.95","22.35"," 41.46","23.59","21.86","11.71","19.67"
"1995-12-04","13.20","13.43","33.11","35.29","26.46"," 9.74","35.95","29.99","58.52","18.73","11.39","33.60","20.39"," 9.49","22.31"," 7.68"," 23.89","32.50","17.50","20.30","22.10","27.84"," 10.98"," 56.85","22.76"," 41.34","24.02","22.18","11.65","19.91"
"1995-12-05","13.34","13.71","33.11","35.90","26.89","10.08","36.48","29.78","56.60","19.00","11.45","33.36","20.14"," 9.68","22.89"," 7.63"," 23.79","33.15","17.60","20.71","22.42","28.46"," 10.75"," 57.61","22.69"," 42.44","24.02","22.29","11.71","20.07"
"1995-12-06","13.34","13.98","32.31","36.44","26.89","10.02","37.42","29.72","58.63","19.18","11.70","33.36","19.96"," 9.93","22.43"," 7.59"," 23.79","33.15","17.89","21.00","22.54","28.78"," 11.33"," 58.37","22.98"," 43.05","24.08","22.18","11.65","20.11"
"1995-12-07","13.03","13.92","32.49","35.92","26.14"," 9.92","36.95","29.34","57.99","19.24","11.61","32.29","20.26"," 9.85","21.97"," 7.65"," 23.54","32.82","17.21","21.02","22.23","28.61"," 11.31"," 58.37","22.91"," 43.05","23.97","22.08","11.47","19.63"
"1995-12-08","12.83","13.61","32.09","35.59","26.19"," 9.86","37.01","29.45","58.85","19.48","11.53","32.29","21.40"," 9.71","22.14"," 7.86"," 24.07","32.39","17.39","20.88","22.48","28.67"," 11.81"," 58.37","22.57"," 42.62","23.73","21.83","11.47","19.57"
"1995-12-11","12.60","13.43","32.18","35.35","26.57"," 9.82","37.42","29.99","60.02","20.04","11.59","32.70","21.34"," 9.71","22.66"," 7.90"," 23.92","31.95","17.21","20.85","22.73","28.55"," 11.64"," 59.68","22.76"," 42.37","24.08","21.95","11.41","19.79"
"1995-12-12","12.45","13.63","32.68","36.08","26.35"," 9.80","37.78","29.78","58.20","20.13","11.80","32.62","20.48"," 9.93","21.91"," 7.74"," 23.70","31.07","17.10","21.00","22.91","28.55"," 11.42"," 60.23","22.91"," 42.07","24.13","21.63","11.47","19.75"
"1995-12-13","12.51","13.59","33.60","37.11","26.57"," 9.88","37.72","29.62","58.10","20.43","11.80","32.62","19.89"," 9.90","22.72"," 7.79"," 23.48","30.96","17.17","21.02","23.28","29.40"," 11.47"," 60.88","23.49"," 42.31","24.62","21.80","11.29","19.55"
"1995-12-14","12.51","13.28","32.92","35.66","26.68"," 9.92","37.13","30.16","58.10","19.78","11.70","32.78","19.25","10.07","22.20"," 7.46"," 23.30","31.07","16.85","21.17","23.59","30.19"," 11.09"," 60.01","23.81"," 42.13","24.56","21.57","11.23","19.51"
"1995-12-15","12.51","12.96","33.54","36.56","25.82"," 9.78","37.07","29.94","58.95","19.60","11.86","33.11","18.82"," 9.98","22.26"," 7.24"," 22.43","31.62","16.56","21.14","23.28","29.68"," 11.05"," 58.15","23.75"," 42.07","24.67","21.72","11.17","19.63"
"1995-12-18","12.34","12.81","32.43","35.35","24.85"," 9.43","36.60","29.67","56.92","19.24","11.90","33.11","19.03"," 9.90","21.86"," 7.12"," 22.11","31.51","16.42","20.62","22.66","29.29"," 10.88"," 59.25","23.33"," 41.03","24.51","20.97","11.05","19.11"
"1995-12-19","12.94","12.92","32.55","36.56","26.19"," 9.51","36.42","29.40","57.13","19.54","11.80","33.11","20.66","10.18","21.74"," 7.51"," 22.83","32.50","16.92","20.13","22.17","28.72"," 11.36"," 58.48","22.98"," 41.15","24.72","21.26","11.23","19.15"
"1995-12-20","12.86","12.92","32.12","37.84","25.82"," 9.33","35.01","29.51","56.28","19.15","11.47","33.36","20.48","10.34","21.74"," 7.41"," 22.21","32.06","16.71","20.19","21.98","28.50"," 10.89"," 57.61","22.08"," 40.42","24.24","21.29","10.87","19.15"
"1995-12-21","12.23","12.96","31.75","37.23","26.46"," 9.25","34.30","29.78","57.03","19.30","11.55","34.18","20.63","10.40","22.03"," 7.40"," 22.58","32.50","16.67","20.45","22.42","29.34"," 11.25"," 57.17","22.50"," 40.30","24.45","22.03","11.23","19.31"
"1995-12-22","12.23","12.89","32.55","37.60","26.19"," 9.49","33.95","29.83","56.92","19.39","11.74","34.09","20.85","10.37","22.14"," 7.34"," 22.67","32.50","16.71","20.01","22.17","29.34"," 11.31"," 55.86","22.66"," 40.60","24.45","21.89","11.11","19.51"
"1995-12-26","11.80","12.92","31.87","37.72","25.55"," 9.76","35.18","30.26","57.45","19.42","11.82","33.85","21.09","10.51","22.26"," 7.38"," 22.80","32.28","16.82","20.01","22.29","30.08"," 11.28"," 55.75","22.88"," 40.85","24.72","21.80","10.99","19.39"
"1995-12-27","11.40","12.92","32.00","37.78","25.39","10.14","35.18","30.32","58.10","19.54","11.76","33.52","20.82","10.51","22.03"," 7.32"," 22.86","32.39","16.92","20.10","22.73","29.29"," 11.11"," 56.41","23.20"," 40.66","24.94","21.80","10.99","19.35"
"1995-12-28","11.57","12.81","31.87","37.72","25.12","10.26","35.30","30.21","57.67","19.75","11.65","33.36","20.63","10.40","21.97"," 7.10"," 22.39","32.93","16.85","19.90","22.42","29.85"," 10.92"," 56.30","22.98"," 40.72","24.94","21.83","10.87","19.07"
"1995-12-29","12.11","12.92","31.94","38.02","25.28","10.12","35.01","30.26","57.35","19.33","11.80","34.67","20.63","10.51","21.80"," 7.06"," 22.71","33.15","16.85","19.78","22.42","29.62"," 10.97"," 57.94","23.07"," 40.60","24.67","21.80","10.75","18.93"
"1996-01-02","12.45","12.96","33.23","38.75","25.60"," 9.98","35.36","31.19","58.74","19.21","12.04","34.26","20.57","10.42","22.60"," 7.29"," 22.58","34.25","16.85","19.49","22.60","29.00"," 11.22"," 59.14","23.49"," 40.66","25.16","21.55","11.23","19.58"
"1996-01-03","12.66","13.03","33.79","38.38","26.03"," 9.90","35.66","31.29","59.59","19.27","12.06","34.01","20.11","10.23","23.18"," 7.18"," 22.18","34.36","17.00","20.27","22.60","28.61"," 10.86"," 59.03","23.52"," 41.89","25.53","21.43","11.35","19.70"
"1996-01-04","12.77","12.92","33.05","37.41","25.82"," 9.96","35.36","31.51","59.81","19.39","11.92","33.60","19.65","10.20","22.66"," 7.15"," 21.59","34.14","16.27","20.07","22.73","28.78"," 10.92"," 58.81","23.49"," 42.56","25.48","21.43","11.47","19.46"
"1996-01-05","12.68","12.88","32.98","38.08","26.25"," 9.80","35.18","31.56","58.95","19.87","11.94","33.03","19.49"," 9.96","22.37"," 7.15"," 22.02","33.92","16.20","20.07","22.35","28.44"," 10.80"," 58.92","22.95"," 42.74","25.42","21.37","11.29","19.82"
"1996-01-08","12.00","12.88","32.98","38.93","26.14"," 9.74","35.42","31.56","58.85","20.10","12.02","33.19","19.62"," 9.68","22.54"," 7.17"," 22.15","34.14","16.20","20.33","22.42","28.84"," 10.78"," 58.48","23.01"," 42.92","25.17","21.63","11.29","19.94"
"1996-01-09","11.79","12.68","32.71","38.50","25.44"," 9.69","34.95","31.87","58.10","19.72","11.91","32.43","19.27"," 9.57","22.72"," 6.84"," 21.56","33.86","15.80","20.45","22.04","28.67"," 10.02"," 57.64","22.82"," 42.86","25.01","21.46","11.11","19.97"
"1996-01-10","11.57","12.25","32.00","37.23","25.17"," 9.29","34.36","31.08","56.81","19.12","11.53","31.72","18.91"," 9.68","21.97"," 6.73"," 21.68","33.26","15.66","19.78","21.67","27.65"," 10.30"," 57.17","22.34"," 42.31","24.08","20.91","10.93","19.18"
"1996-01-11","11.74","12.41","32.18","37.72","25.55"," 9.29","34.71","31.02","56.71","19.24","11.55","32.21","19.59"," 9.63","22.03"," 7.07"," 21.68","33.92","15.66","19.38","21.92","27.76"," 10.83"," 57.39","22.47"," 41.64","24.25","21.14","11.05","19.42"
"1996-01-12","11.68","12.25","32.37","37.72","25.17"," 9.53","34.30","31.02","57.13","18.97","11.51","32.29","19.31"," 9.57","22.77"," 7.04"," 21.46","33.59","16.09","19.84","22.10","28.05"," 10.72"," 56.74","23.07"," 41.76","24.19","21.34","10.75","19.30"
"1996-01-15","11.57","12.17","32.55","37.35","24.47"," 9.47","34.71","30.37","57.88","18.76","11.51","32.21","18.66"," 9.57","22.77"," 6.64"," 20.66","33.04","15.95","20.01","21.92","28.72"," 10.31"," 56.74","23.01"," 41.89","24.03","21.23","10.75","19.30"
"1996-01-16","11.54","12.45","32.86","36.87","23.88"," 9.70","35.30","30.54","59.27","19.03","11.61","32.29","19.49"," 9.65","22.43"," 6.93"," 21.62","31.95","16.92","20.07","22.17","29.23"," 10.80"," 58.70","23.11"," 43.41","25.12","21.11","10.87","19.30"
"1996-01-17","11.57","12.68","33.05","37.05","23.34","10.04","34.48","30.70","59.17","19.12","11.70","31.96","18.91"," 9.13","22.20"," 6.22"," 21.77","32.39","17.21","20.21","23.04","29.57"," 10.61"," 55.65","23.27"," 42.19","24.68","21.11"," 9.84","19.14"
"1996-01-18","11.77","13.11","32.98","38.20","25.66"," 9.80","34.60","30.64","57.35","19.30","11.88","31.14","18.60"," 9.35","22.31"," 6.34"," 23.92","33.15","17.03","20.07","24.53","29.46"," 10.95"," 54.66","23.43"," 42.13","24.57","21.20"," 9.30","19.22"
"1996-01-19","12.03","13.47","32.24","38.02","25.55"," 9.92","34.60","30.97","59.38","19.33","12.17","31.06","19.15"," 9.65","22.37"," 6.39"," 25.35","33.48","17.21","19.98","24.09","29.57"," 11.48"," 54.66","24.00"," 42.50","24.19","21.55"," 9.60","19.30"
"1996-01-22","11.97","13.43","31.87","38.38","27.18"," 9.88","34.30","31.83","58.85","18.97","12.13","32.78","19.89"," 9.74","22.31"," 6.47"," 25.41","33.81","17.47","20.07","23.91","29.91"," 11.50"," 54.99","24.16"," 42.25","23.92","21.55"," 9.90","19.46"
"1996-01-23","12.25","13.03","32.00","37.66","27.07"," 9.98","34.65","31.19","58.31","18.59","11.96","32.70","19.83","10.07","22.09"," 6.55"," 25.59","33.26","17.68","20.30","24.15","30.19"," 11.19"," 54.55","23.90"," 42.13","23.81","21.66"," 9.84","19.46"
"1996-01-24","12.20","12.84","32.18","37.35","26.85","10.02","35.42","32.11","58.74","18.56","12.08","32.78","20.69","10.09","21.91"," 6.81"," 26.59","33.15","17.94","21.69","24.15","30.64"," 11.41"," 55.21","24.10"," 43.17","24.25","22.38"," 9.66","19.54"
"1996-01-25","12.08","12.80","31.75","37.35","26.25"," 9.86","34.71","31.94","59.70","18.76","12.25","33.11","20.11","10.04","21.97"," 6.79"," 25.87","34.47","18.26","21.52","24.34","30.19"," 11.17"," 55.54","23.68"," 41.95","24.19","22.64"," 9.66","19.38"
"1996-01-26","12.11","13.54","31.94","37.23","26.96"," 9.82","35.13","32.11","61.09","19.00","12.37","33.52","20.57"," 9.93","22.49"," 6.84"," 26.03","34.36","18.23","21.57","24.96","30.64"," 11.31"," 56.95","23.71"," 42.56","24.41","22.67"," 9.66","19.54"
"1996-01-29","12.37","13.66","32.37","37.41","27.61","10.06","35.01","32.54","60.88","18.88","12.27","34.26","20.54"," 9.68","22.49"," 6.77"," 26.46","34.79","19.09","21.80","25.02","31.09"," 11.30"," 56.85","23.78"," 41.76","24.41","22.75"," 9.66","19.86"
"1996-01-30","12.88","14.09","32.74","37.66","27.88","10.40","35.48","33.24","62.38","18.73","12.37","35.16","20.76"," 9.85","23.00"," 6.73"," 26.99","36.00","19.31","22.30","24.96","31.66"," 11.35"," 56.19","24.29"," 41.52","24.36","23.15"," 9.72","20.46"
"1996-01-31","12.76","14.45","32.98","37.60","27.88","10.62","35.54","33.24","62.80","19.12","12.58","34.50","20.88","10.12","22.89"," 6.87"," 26.96","35.67","19.38","22.21","24.96","31.66"," 11.56"," 56.30","23.71"," 41.09","24.57","23.58"," 9.84","20.66"
"1996-02-01","12.62","14.02","32.74","37.78","27.77","10.48","35.60","34.05","62.59","19.33","12.62","35.16","21.43","10.15","23.35"," 6.99"," 27.08","36.00","19.06","21.83","24.84","31.60"," 11.77"," 56.95","23.87"," 41.03","24.90","23.27","10.51","20.06"
"1996-02-02","12.88","14.05","31.94","37.84","27.45","10.28","35.42","33.24","62.27","19.24","12.64","34.09","21.40","10.01","23.40"," 7.06"," 27.24","35.45","18.88","22.18","24.84","31.32"," 11.62"," 57.28","23.71"," 40.78","25.01","23.15","10.39","19.94"
"1996-02-05","12.73","14.29","32.12","38.57","27.18","10.28","35.95","33.68","62.06","19.24","12.80","34.67","21.96","10.09","23.75"," 7.27"," 27.89","35.56","18.91","22.64","25.09","31.20"," 12.14"," 58.15","24.29"," 40.97","25.17","22.98","10.75","19.82"
"1996-02-06","12.82","14.29","33.35","38.87","27.50","10.34","36.13","34.38","63.34","19.39","12.97","34.42","22.30"," 9.93","24.21"," 7.40"," 28.51","35.89","19.20","22.47","25.64","30.41"," 12.06"," 58.26","24.13"," 40.48","25.60","23.47","10.69","20.14"
"1996-02-07","13.05","14.41","32.98","38.75","27.66","10.40","36.78","34.43","63.77","19.42","12.84","34.59","22.05","10.07","24.55"," 7.24"," 27.99","35.78","19.38","22.44","26.45","31.15"," 12.11"," 58.59","24.22"," 40.97","25.98","23.96","10.93","20.50"
"1996-02-08","13.11","14.88","33.17","38.57","28.20","10.56","37.84","34.27","65.59","19.69","13.03","33.68","22.42","10.23","25.07"," 7.20"," 28.20","35.56","19.42","22.85","26.58","31.60"," 12.36"," 59.57","24.51"," 42.07","25.66","23.99","10.93","20.46"
"1996-02-09","12.96","14.88","32.80","40.08","27.99","10.54","37.54","33.84","65.69","19.69","13.01","34.09","22.20","10.34","25.53"," 7.21"," 28.20","35.45","19.35","22.93","26.20","31.60"," 12.52"," 59.68","24.70"," 42.93","25.77","23.47","10.81","20.18"
"1996-02-12","13.22","14.80","33.29","40.38","29.29","10.68","37.54","34.98","64.09","19.87","13.05","34.67","22.27","10.20","24.84"," 7.24"," 28.64","35.45","19.56","22.88","26.89","31.88"," 12.44"," 60.45","25.15"," 42.37","26.04","23.64","10.99","20.34"
"1996-02-13","13.05","14.76","33.54","40.32","29.23","10.79","38.07","34.87","65.27","19.87","13.07","35.01","21.77","10.37","24.90"," 7.10"," 28.23","34.79","19.56","22.90","26.14","31.77"," 12.45"," 59.79","25.22"," 42.86","25.82","24.30","10.57","20.46"
